idx,x,y
261,291820.7652695185,2557892.1525023445
262,291790.7724382931,2557892.1525023445
263,291760.7796070677,2557892.1525023445
264,291730.7672492595,2557892.1525023445
265,291700.7744180341,2557892.1525023445
266,291670.78158680873,2557892.1525023445
267,291640.76922900055,2557892.1525023445
268,291610.77639777516,2557892.1525023445
269,291580.77380325843,2557892.1525023445
270,291556.9416089156,2557892.0843125563
271,292209.6859830156,2557862.148995525
272,292180.77687713725,2557862.148995525
273,292150.764519329,2557862.148995525
274,292120.7716881036,2557862.148995525
275,292090.7788568782,2557862.148995525
276,292060.76649907004,2557862.148995525
277,292030.77366784465,2557862.148995525
278,292000.78083661926,2557862.148995525
279,291970.768478811,2557862.148995525
280,291940.7756475857,2557862.148995525
281,291910.7730530689,2557862.148995525
282,291880.77045855206,2557862.148995525
283,291850.77762732666,2557862.148995525
284,291820.7652695185,2557862.148995525
285,291790.7724382931,2557862.148995525
286,291760.7796070677,2557862.148995525
287,291730.7672492595,2557862.148995525
288,291700.7744180341,2557862.148995525
289,291670.78158680873,2557862.148995525
290,291640.76922900055,2557862.148995525
291,291610.77639777516,2557862.148995525
292,291580.77380325843,2557862.148995525
293,291550.7712087416,2557862.148995525
294,291533.08012469846,2557851.706216528
295,292195.8709256641,2557847.040086734
296,292180.77687713725,2557832.145488706
297,292150.764519329,2557832.145488706
298,292120.7716881036,2557832.145488706
299,292090.7788568782,2557832.145488706
300,292060.76649907004,2557832.145488706
301,292030.77366784465,2557832.145488706
302,292000.78083661926,2557832.145488706
303,291970.768478811,2557832.145488706
304,291940.7756475857,2557832.145488706
305,291910.7730530689,2557832.145488706
306,291880.77045855206,2557832.145488706
307,291850.77762732666,2557832.145488706
308,291820.7652695185,2557832.145488706
309,291790.7724382931,2557832.145488706
310,291760.7796070677,2557832.145488706
311,291730.7672492595,2557832.145488706
312,291700.7744180341,2557832.145488706
313,291670.78158680873,2557832.145488706
314,291640.76922900055,2557832.145488706
315,291610.77639777516,2557832.145488706
316,291580.77380325843,2557832.145488706
317,291550.7712087416,2557832.145488706
318,291524.20529280265,2557832.145488706
319,292167.0496894084,2557815.7604567353
320,292150.764519329,2557802.151723285
321,292120.7716881036,2557802.151723285
322,292090.7788568782,2557802.151723285
323,292060.76649907004,2557802.151723285
324,292030.77366784465,2557802.151723285
325,292000.78083661926,2557802.151723285
326,291970.768478811,2557802.151723285
327,291940.7756475857,2557802.151723285
328,291910.7730530689,2557802.151723285
329,291880.77045855206,2557802.151723285
330,291850.77762732666,2557802.151723285
331,291820.7652695185,2557802.151723285
332,291790.7724382931,2557802.151723285
333,291760.7796070677,2557802.151723285
334,291730.7672492595,2557802.151723285
335,291700.7744180341,2557802.151723285
336,291670.78158680873,2557802.151723285
337,291640.76922900055,2557802.151723285
338,291610.77639777516,2557802.151723285
339,291580.77380325843,2557802.151723285
340,291550.7712087416,2557802.151723285
341,291520.7783775162,2557802.151723285
342,291500.3340452942,2557796.3458498875
343,292138.2284531528,2557784.4808267364
344,292120.7716881036,2557772.1482164655
345,292090.7788568782,2557772.1482164655
346,292060.76649907004,2557772.1482164655
347,292030.77366784465,2557772.1482164655
348,292000.78083661926,2557772.1482164655
349,291970.768478811,2557772.1482164655
350,291940.7756475857,2557772.1482164655
351,291910.7730530689,2557772.1482164655
352,291880.77045855206,2557772.1482164655
353,291850.77762732666,2557772.1482164655
354,291820.7652695185,2557772.1482164655
355,291790.7724382931,2557772.1482164655
356,291760.7796070677,2557772.1482164655
357,291730.7672492595,2557772.1482164655
358,291700.7744180341,2557772.1482164655
359,291670.78158680873,2557772.1482164655
360,291640.76922900055,2557772.1482164655
361,291610.77639777516,2557772.1482164655
362,291580.77380325843,2557772.1482164655
363,291550.7712087416,2557772.1482164655
364,291520.7783775162,2557772.1482164655
365,291491.46897668985,2557772.1482164655
366,292109.4072168971,2557753.210938136
367,292090.7788568782,2557742.154451045
368,292060.76649907004,2557742.154451045
369,292030.77366784465,2557742.154451045
370,292000.78083661926,2557742.154451045
371,291970.768478811,2557742.154451045
372,291940.7756475857,2557742.154451045
373,291910.7730530689,2557742.154451045
374,291880.77045855206,2557742.154451045
375,291850.77762732666,2557742.154451045
376,291820.7652695185,2557742.154451045
377,291790.7724382931,2557742.154451045
378,291760.7796070677,2557742.154451045
379,291730.7672492595,2557742.154451045
380,291700.7744180341,2557742.154451045
381,291670.78158680873,2557742.154451045
382,291640.76922900055,2557742.154451045
383,291610.77639777516,2557742.154451045
384,291580.77380325843,2557742.154451045
385,291550.7712087416,2557742.154451045
386,291520.7783775162,2557742.154451045
387,291490.76601970795,2557742.154451045
388,291467.59772918135,2557740.96600045
389,292080.5957439329,2557721.9313081373
390,292060.76649907004,2557712.150944226
391,292030.77366784465,2557712.150944226
392,292000.78083661926,2557712.150944226
393,291970.768478811,2557712.150944226
394,291940.7756475857,2557712.150944226
395,291910.7730530689,2557712.150944226
396,291880.77045855206,2557712.150944226
397,291850.77762732666,2557712.150944226
398,291820.7652695185,2557712.150944226
399,291790.7724382931,2557712.150944226
400,291760.7796070677,2557712.150944226
401,291730.7672492595,2557712.150944226
402,291700.7744180341,2557712.150944226
403,291670.78158680873,2557712.150944226
404,291640.76922900055,2557712.150944226
405,291610.77639777516,2557712.150944226
406,291580.77380325843,2557712.150944226
407,291550.7712087416,2557712.150944226
408,291520.7783775162,2557712.150944226
409,291490.76601970795,2557712.150944226
410,291460.7731884826,2557712.150944226
411,291443.7362449643,2557700.597645821
412,292051.76474438584,2557690.64193674
413,292030.77366784465,2557682.1474374067
414,292000.78083661926,2557682.1474374067
415,291970.768478811,2557682.1474374067
416,291940.7756475857,2557682.1474374067
417,291910.7730530689,2557682.1474374067
418,291880.77045855206,2557682.1474374067
419,291850.77762732666,2557682.1474374067
420,291820.7652695185,2557682.1474374067
421,291790.7724382931,2557682.1474374067
422,291760.7796070677,2557682.1474374067
423,291730.7672492595,2557682.1474374067
424,291700.7744180341,2557682.1474374067
425,291670.78158680873,2557682.1474374067
426,291640.76922900055,2557682.1474374067
427,291610.77639777516,2557682.1474374067
428,291580.77380325843,2557682.1474374067
429,291550.7712087416,2557682.1474374067
430,291520.7783775162,2557682.1474374067
431,291490.76601970795,2557682.1474374067
432,291460.7731884826,2557682.1474374067
433,291434.87117635994,2557682.1474374067
434,292022.9435081302,2557659.362306741
435,292000.78083661926,2557652.1536719855
436,291970.768478811,2557652.1536719855
437,291940.7756475857,2557652.1536719855
438,291910.7730530689,2557652.1536719855
439,291880.77045855206,2557652.1536719855
440,291850.77762732666,2557652.1536719855
441,291820.7652695185,2557652.1536719855
442,291790.7724382931,2557652.1536719855
443,291760.7796070677,2557652.1536719855
444,291730.7672492595,2557652.1536719855
445,291700.7744180341,2557652.1536719855
446,291670.78158680873,2557652.1536719855
447,291640.76922900055,2557652.1536719855
448,291610.77639777516,2557652.1536719855
449,291580.77380325843,2557652.1536719855
450,291550.7712087416,2557652.1536719855
451,291520.7783775162,2557652.1536719855
452,291490.76601970795,2557652.1536719855
453,291460.7731884826,2557652.1536719855
454,291430.78035725723,2557652.1536719855
455,291410.99016556004,2557645.227537782
456,291994.132035166,2557628.082676742
457,291970.768478811,2557622.1501651667
458,291940.7756475857,2557622.1501651667
459,291910.7730530689,2557622.1501651667
460,291880.77045855206,2557622.1501651667
461,291850.77762732666,2557622.1501651667
462,291820.7652695185,2557622.1501651667
463,291790.7724382931,2557622.1501651667
464,291760.7796070677,2557622.1501651667
465,291730.7672492595,2557622.1501651667
466,291700.7744180341,2557622.1501651667
467,291670.78158680873,2557622.1501651667
468,291640.76922900055,2557622.1501651667
469,291610.77639777516,2557622.1501651667
470,291580.77380325843,2557622.1501651667
471,291550.7712087416,2557622.1501651667
472,291520.7783775162,2557622.1501651667
473,291490.76601970795,2557622.1501651667
474,291460.7731884826,2557622.1501651667
475,291430.78035725723,2557622.1501651667
476,291402.1250969557,2557622.1501651667
477,291965.3010356189,2557596.8030467434
478,291940.7756475857,2557592.146658347
479,291910.7730530689,2557592.146658347
480,291880.77045855206,2557592.146658347
481,291850.77762732666,2557592.146658347
482,291820.7652695185,2557592.146658347
483,291790.7724382931,2557592.146658347
484,291760.7796070677,2557592.146658347
485,291730.7672492595,2557592.146658347
486,291700.7744180341,2557592.146658347
487,291670.78158680873,2557592.146658347
488,291640.76922900055,2557592.146658347
489,291610.77639777516,2557592.146658347
490,291580.77380325843,2557592.146658347
491,291550.7712087416,2557592.146658347
492,291520.7783775162,2557592.146658347
493,291490.76601970795,2557592.146658347
494,291460.7731884826,2557592.146658347
495,291430.78035725723,2557592.146658347
496,291400.76799944905,2557592.146658347
497,291378.2636127386,2557589.857429743
498,291936.48956265475,2557565.5331581426
499,291910.7730530689,2557562.1528929262
500,291880.77045855206,2557562.1528929262
501,291850.77762732666,2557562.1528929262
502,291820.7652695185,2557562.1528929262
503,291790.7724382931,2557562.1528929262
504,291760.7796070677,2557562.1528929262
505,291730.7672492595,2557562.1528929262
506,291700.7744180341,2557562.1528929262
507,291670.78158680873,2557562.1528929262
508,291640.76922900055,2557562.1528929262
509,291610.77639777516,2557562.1528929262
510,291580.77380325843,2557562.1528929262
511,291550.7712087416,2557562.1528929262
512,291520.7783775162,2557562.1528929262
513,291490.76601970795,2557562.1528929262
514,291460.7731884826,2557562.1528929262
515,291430.78035725723,2557562.1528929262
516,291400.76799944905,2557562.1528929262
517,291370.77516822366,2557562.1528929262
518,291354.3923652301,2557549.489075113
519,291907.65856310766,2557534.2437867457
520,291880.77045855206,2557532.149386107
521,291850.77762732666,2557532.149386107
522,291820.7652695185,2557532.149386107
523,291790.7724382931,2557532.149386107
524,291760.7796070677,2557532.149386107
525,291730.7672492595,2557532.149386107
526,291700.7744180341,2557532.149386107
527,291670.78158680873,2557532.149386107
528,291640.76922900055,2557532.149386107
529,291610.77639777516,2557532.149386107
530,291580.77380325843,2557532.149386107
531,291550.7712087416,2557532.149386107
532,291520.7783775162,2557532.149386107
533,291490.76601970795,2557532.149386107
534,291460.7731884826,2557532.149386107
535,291430.78035725723,2557532.149386107
536,291400.76799944905,2557532.149386107
537,291370.77516822366,2557532.149386107
538,291345.5272966257,2557532.149386107
539,291878.837326852,2557502.964156747
540,291850.77762732666,2557502.145879288
541,291820.7652695185,2557502.145879288
542,291790.7724382931,2557502.145879288
543,291760.7796070677,2557502.145879288
544,291730.7672492595,2557502.145879288
545,291700.7744180341,2557502.145879288
546,291670.78158680873,2557502.145879288
547,291640.76922900055,2557502.145879288
548,291610.77639777516,2557502.145879288
549,291580.77380325843,2557502.145879288
550,291550.7712087416,2557502.145879288
551,291520.7783775162,2557502.145879288
552,291490.76601970795,2557502.145879288
553,291460.7731884826,2557502.145879288
554,291430.78035725723,2557502.145879288
555,291400.76799944905,2557502.145879288
556,291370.77516822366,2557502.145879288
557,291340.78233699827,2557502.145879288
558,291321.6560491172,2557494.109225676
559,291850.0258538878,2557472.152113867
560,291820.7652695185,2557472.152113867
561,291790.7724382931,2557472.152113867
562,291760.7796070677,2557472.152113867
563,291730.7672492595,2557472.152113867
564,291700.7744180341,2557472.152113867
565,291670.78158680873,2557472.152113867
566,291640.76922900055,2557472.152113867
567,291610.77639777516,2557472.152113867
568,291580.77380325843,2557472.152113867
569,291550.7712087416,2557472.152113867
570,291520.7783775162,2557472.152113867
571,291490.76601970795,2557472.152113867
572,291460.7731884826,2557472.152113867
573,291430.78035725723,2557472.152113867
574,291400.76799944905,2557472.152113867
575,291370.77516822366,2557472.152113867
576,291340.78233699827,2557472.152113867
577,291312.78121722146,2557472.152113867
578,291836.20103324484,2557456.6827733386
579,291820.7652695185,2557442.148607048
580,291790.7724382931,2557442.148607048
581,291760.7796070677,2557442.148607048
582,291730.7672492595,2557442.148607048
583,291700.7744180341,2557442.148607048
584,291670.78158680873,2557442.148607048
585,291640.76922900055,2557442.148607048
586,291610.77639777516,2557442.148607048
587,291580.77380325843,2557442.148607048
588,291550.7712087416,2557442.148607048
589,291520.7783775162,2557442.148607048
590,291490.76601970795,2557442.148607048
591,291460.7731884826,2557442.148607048
592,291430.78035725723,2557442.148607048
593,291400.76799944905,2557442.148607048
594,291370.77516822366,2557442.148607048
595,291340.78233699827,2557442.148607048
596,291310.7699791901,2557442.148607048
597,291288.9197330044,2557438.748859035
598,291807.3797969892,2557425.4128847374
599,291790.7724382931,2557412.154841627
600,291760.7796070677,2557412.154841627
601,291730.7672492595,2557412.154841627
602,291700.7744180341,2557412.154841627
603,291670.78158680873,2557412.154841627
604,291640.76922900055,2557412.154841627
605,291610.77639777516,2557412.154841627
606,291580.77380325843,2557412.154841627
607,291550.7712087416,2557412.154841627
608,291520.7783775162,2557412.154841627
609,291490.76601970795,2557412.154841627
610,291460.7731884826,2557412.154841627
611,291430.78035725723,2557412.154841627
612,291400.76799944905,2557412.154841627
613,291370.77516822366,2557412.154841627
614,291340.78233699827,2557412.154841627
615,291310.7699791901,2557412.154841627
616,291280.7771479647,2557412.154841627
617,291265.04848549585,2557398.370763007
618,291778.55856073357,2557394.1332547385
619,291760.7796070677,2557382.1513348077
620,291730.7672492595,2557382.1513348077
621,291700.7744180341,2557382.1513348077
622,291670.78158680873,2557382.1513348077
623,291640.76922900055,2557382.1513348077
624,291610.77639777516,2557382.1513348077
625,291580.77380325843,2557382.1513348077
626,291550.7712087416,2557382.1513348077
627,291520.7783775162,2557382.1513348077
628,291490.76601970795,2557382.1513348077
629,291460.7731884826,2557382.1513348077
630,291430.78035725723,2557382.1513348077
631,291400.76799944905,2557382.1513348077
632,291370.77516822366,2557382.1513348077
633,291340.78233699827,2557382.1513348077
634,291310.7699791901,2557382.1513348077
635,291280.7771479647,2557382.1513348077
636,291256.1736536001,2557382.1513348077
637,291751.78761567496,2557352.1478279885
638,291730.7672492595,2557352.1478279885
639,291700.7744180341,2557352.1478279885
640,291670.78158680873,2557352.1478279885
641,291640.76922900055,2557352.1478279885
642,291610.77639777516,2557352.1478279885
643,291580.77380325843,2557352.1478279885
644,291550.7712087416,2557352.1478279885
645,291520.7783775162,2557352.1478279885
646,291490.76601970795,2557352.1478279885
647,291460.7731884826,2557352.1478279885
648,291430.78035725723,2557352.1478279885
649,291400.76799944905,2557352.1478279885
650,291370.77516822366,2557352.1478279885
651,291340.78233699827,2557352.1478279885
652,291310.7699791901,2557352.1478279885
653,291280.7771479647,2557352.1478279885
654,291250.76479015645,2557352.1478279885
655,291232.31216938305,2557343.000654968
656,291809.0200299468,2557308.9447264485
657,291790.7724382931,2557317.1956908237
658,291760.7796070677,2557322.1540625673
659,291730.7672492595,2557322.1540625673
660,291700.7744180341,2557322.1540625673
661,291670.78158680873,2557322.1540625673
662,291640.76922900055,2557322.1540625673
663,291610.77639777516,2557322.1540625673
664,291580.77380325843,2557322.1540625673
665,291550.7712087416,2557322.1540625673
666,291520.7783775162,2557322.1540625673
667,291490.76601970795,2557322.1540625673
668,291460.7731884826,2557322.1540625673
669,291430.78035725723,2557322.1540625673
670,291400.76799944905,2557322.1540625673
671,291370.77516822366,2557322.1540625673
672,291340.78233699827,2557322.1540625673
673,291310.7699791901,2557322.1540625673
674,291280.7771479647,2557322.1540625673
675,291250.76479015645,2557322.1540625673
676,291223.4471007787,2557322.1540625673
677,291866.30126067577,2557277.4410442887
678,291850.77762732666,2557285.692008664
679,291820.7652695185,2557292.1505557485
680,291790.7724382931,2557292.1505557485
681,291760.7796070677,2557292.1505557485
682,291730.7672492595,2557292.1505557485
683,291700.7744180341,2557292.1505557485
684,291670.78158680873,2557292.1505557485
685,291640.76922900055,2557292.1505557485
686,291610.77639777516,2557292.1505557485
687,291580.77380325843,2557292.1505557485
688,291550.7712087416,2557292.1505557485
689,291520.7783775162,2557292.1505557485
690,291490.76601970795,2557292.1505557485
691,291460.7731884826,2557292.1505557485
692,291430.78035725723,2557292.1505557485
693,291400.76799944905,2557292.1505557485
694,291370.77516822366,2557292.1505557485
695,291340.78233699827,2557292.1505557485
696,291310.7699791901,2557292.1505557485
697,291280.7771479647,2557292.1505557485
698,291250.76479015645,2557292.1505557485
699,291220.7719589311,2557292.1505557485
700,291199.5758532702,2557287.6305469293
701,291904.7783921404,2557253.886343156
702,291880.77045855206,2557262.1470489297
703,291850.77762732666,2557262.1470489297
704,291820.7652695185,2557262.1470489297
705,291790.7724382931,2557262.1470489297
706,291760.7796070677,2557262.1470489297
707,291730.7672492595,2557262.1470489297
708,291700.7744180341,2557262.1470489297
709,291670.78158680873,2557262.1470489297
710,291640.76922900055,2557262.1470489297
711,291610.77639777516,2557262.1470489297
712,291580.77380325843,2557262.1470489297
713,291550.7712087416,2557262.1470489297
714,291520.7783775162,2557262.1470489297
715,291490.76601970795,2557262.1470489297
716,291460.7731884826,2557262.1470489297
717,291430.78035725723,2557262.1470489297
718,291400.76799944905,2557262.1470489297
719,291370.77516822366,2557262.1470489297
720,291340.78233699827,2557262.1470489297
721,291310.7699791901,2557262.1470489297
722,291280.7771479647,2557262.1470489297
723,291250.76479015645,2557262.1470489297
724,291220.7719589311,2557262.1470489297
725,291190.7791277057,2557262.1470489297
726,291175.7046057617,2557247.2621922996
727,291934.4587980405,2557227.662498884
728,291910.7730530689,2557232.1532835085
729,291880.77045855206,2557232.1532835085
730,291850.77762732666,2557232.1532835085
731,291820.7652695185,2557232.1532835085
732,291790.7724382931,2557232.1532835085
733,291760.7796070677,2557232.1532835085
734,291730.7672492595,2557232.1532835085
735,291700.7744180341,2557232.1532835085
736,291670.78158680873,2557232.1532835085
737,291640.76922900055,2557232.1532835085
738,291610.77639777516,2557232.1532835085
739,291580.77380325843,2557232.1532835085
740,291550.7712087416,2557232.1532835085
741,291520.7783775162,2557232.1532835085
742,291490.76601970795,2557232.1532835085
743,291460.7731884826,2557232.1532835085
744,291430.78035725723,2557232.1532835085
745,291400.76799944905,2557232.1532835085
746,291370.77516822366,2557232.1532835085
747,291340.78233699827,2557232.1532835085
748,291310.7699791901,2557232.1532835085
749,291280.7771479647,2557232.1532835085
750,291250.76479015645,2557232.1532835085
751,291220.7719589311,2557232.1532835085
752,291190.7791277057,2557232.1532835085
753,291166.8395371573,2557232.1532835085
754,291931.1783321252,2557210.5078964457
755,291910.7730530689,2557202.1497766892
756,291880.77045855206,2557202.1497766892
