idx,x,y
757,291850.77762732666,2557202.1497766892
758,291820.7652695185,2557202.1497766892
759,291790.7724382931,2557202.1497766892
760,291760.7796070677,2557202.1497766892
761,291730.7672492595,2557202.1497766892
762,291700.7744180341,2557202.1497766892
763,291670.78158680873,2557202.1497766892
764,291640.76922900055,2557202.1497766892
765,291610.77639777516,2557202.1497766892
766,291580.77380325843,2557202.1497766892
767,291550.7712087416,2557202.1497766892
768,291520.7783775162,2557202.1497766892
769,291490.76601970795,2557202.1497766892
770,291460.7731884826,2557202.1497766892
771,291430.78035725723,2557202.1497766892
772,291400.76799944905,2557202.1497766892
773,291370.77516822366,2557202.1497766892
774,291340.78233699827,2557202.1497766892
775,291310.7699791901,2557202.1497766892
776,291280.7771479647,2557202.1497766892
777,291250.76479015645,2557202.1497766892
778,291220.7719589311,2557202.1497766892
779,291190.7791277057,2557202.1497766892
780,291160.7667698975,2557202.1497766892
781,291142.9682896488,2557191.882342862
782,291903.96803895297,2557177.075417419
783,291880.77045855206,2557172.14626987
784,291850.77762732666,2557172.14626987
785,291820.7652695185,2557172.14626987
786,291790.7724382931,2557172.14626987
787,291760.7796070677,2557172.14626987
788,291730.7672492595,2557172.14626987
789,291700.7744180341,2557172.14626987
790,291670.78158680873,2557172.14626987
791,291640.76922900055,2557172.14626987
792,291610.77639777516,2557172.14626987
793,291580.77380325843,2557172.14626987
794,291550.7712087416,2557172.14626987
795,291520.7783775162,2557172.14626987
796,291490.76601970795,2557172.14626987
797,291460.7731884826,2557172.14626987
798,291430.78035725723,2557172.14626987
799,291400.76799944905,2557172.14626987
800,291370.77516822366,2557172.14626987
801,291340.78233699827,2557172.14626987
802,291310.7699791901,2557172.14626987
803,291280.7771479647,2557172.14626987
804,291250.76479015645,2557172.14626987
805,291220.7719589311,2557172.14626987
806,291190.7791277057,2557172.14626987
807,291160.7667698975,2557172.14626987
808,291134.1032210444,2557172.14626987
809,291876.7577457807,2557143.642938392
810,291850.77762732666,2557142.152504449
811,291820.7652695185,2557142.152504449
812,291790.7724382931,2557142.152504449
813,291760.7796070677,2557142.152504449
814,291730.7672492595,2557142.152504449
815,291700.7744180341,2557142.152504449
816,291670.78158680873,2557142.152504449
817,291640.76922900055,2557142.152504449
818,291610.77639777516,2557142.152504449
819,291580.77380325843,2557142.152504449
820,291550.7712087416,2557142.152504449
821,291520.7783775162,2557142.152504449
822,291490.76601970795,2557142.152504449
823,291460.7731884826,2557142.152504449
824,291430.78035725723,2557142.152504449
825,291400.76799944905,2557142.152504449
826,291370.77516822366,2557142.152504449
827,291340.78233699827,2557142.152504449
828,291310.7699791901,2557142.152504449
829,291280.7771479647,2557142.152504449
830,291250.76479015645,2557142.152504449
831,291220.7719589311,2557142.152504449
832,291190.7791277057,2557142.152504449
833,291160.7667698975,2557142.152504449
834,291130.7739386721,2557142.152504449
835,291110.2417368274,2557136.5219762214
836,291849.55721589987,2557112.14899763
837,291820.7652695185,2557112.14899763
838,291790.7724382931,2557112.14899763
839,291760.7796070677,2557112.14899763
840,291730.7672492595,2557112.14899763
841,291700.7744180341,2557112.14899763
842,291670.78158680873,2557112.14899763
843,291640.76922900055,2557112.14899763
844,291610.77639777516,2557112.14899763
845,291580.77380325843,2557112.14899763
846,291550.7712087416,2557112.14899763
847,291520.7783775162,2557112.14899763
848,291490.76601970795,2557112.14899763
849,291460.7731884826,2557112.14899763
850,291430.78035725723,2557112.14899763
851,291400.76799944905,2557112.14899763
852,291370.77516822366,2557112.14899763
853,291340.78233699827,2557112.14899763
854,291310.7699791901,2557112.14899763
855,291280.7771479647,2557112.14899763
856,291250.76479015645,2557112.14899763
857,291220.7719589311,2557112.14899763
858,291190.7791277057,2557112.14899763
859,291160.7667698975,2557112.14899763
860,291130.7739386721,2557112.14899763
861,291101.37666822306,2557112.14899763
862,291837.35310163174,2557095.208705955
863,291820.7652695185,2557082.145490811
864,291790.7724382931,2557082.145490811
865,291760.7796070677,2557082.145490811
866,291730.7672492595,2557082.145490811
867,291700.7744180341,2557082.145490811
868,291670.78158680873,2557082.145490811
869,291640.76922900055,2557082.145490811
870,291610.77639777516,2557082.145490811
871,291580.77380325843,2557082.145490811
872,291550.7712087416,2557082.145490811
873,291520.7783775162,2557082.145490811
874,291490.76601970795,2557082.145490811
875,291460.7731884826,2557082.145490811
876,291430.78035725723,2557082.145490811
877,291400.76799944905,2557082.145490811
878,291370.77516822366,2557082.145490811
879,291340.78233699827,2557082.145490811
880,291310.7699791901,2557082.145490811
881,291280.7771479647,2557082.145490811
882,291250.76479015645,2557082.145490811
883,291220.7719589311,2557082.145490811
884,291190.7791277057,2557082.145490811
885,291160.7667698975,2557082.145490811
886,291130.7739386721,2557082.145490811
887,291100.78110744676,2557082.145490811
888,291077.4956574231,2557081.142126784
889,291810.14280845947,2557061.785968326
890,291790.7724382931,2557052.15172539
891,291760.7796070677,2557052.15172539
892,291730.7672492595,2557052.15172539
893,291700.7744180341,2557052.15172539
894,291670.78158680873,2557052.15172539
895,291640.76922900055,2557052.15172539
896,291610.77639777516,2557052.15172539
897,291580.77380325843,2557052.15172539
898,291550.7712087416,2557052.15172539
899,291520.7783775162,2557052.15172539
900,291490.76601970795,2557052.15172539
901,291460.7731884826,2557052.15172539
902,291430.78035725723,2557052.15172539
903,291400.76799944905,2557052.15172539
904,291370.77516822366,2557052.15172539
905,291340.78233699827,2557052.15172539
906,291310.7699791901,2557052.15172539
907,291280.7771479647,2557052.15172539
908,291250.76479015645,2557052.15172539
909,291220.7719589311,2557052.15172539
910,291190.7791277057,2557052.15172539
911,291160.7667698975,2557052.15172539
912,291130.7739386721,2557052.15172539
913,291100.78110744676,2557052.15172539
914,291070.7687496385,2557052.15172539
915,291053.63417320605,2557040.773772155
916,291782.93251528725,2557028.3534892993
917,291760.7796070677,2557022.1482185707
918,291730.7672492595,2557022.1482185707
919,291700.7744180341,2557022.1482185707
920,291670.78158680873,2557022.1482185707
921,291640.76922900055,2557022.1482185707
922,291610.77639777516,2557022.1482185707
923,291580.77380325843,2557022.1482185707
924,291550.7712087416,2557022.1482185707
925,291520.7783775162,2557022.1482185707
926,291490.76601970795,2557022.1482185707
927,291460.7731884826,2557022.1482185707
928,291430.78035725723,2557022.1482185707
929,291400.76799944905,2557022.1482185707
930,291370.77516822366,2557022.1482185707
931,291340.78233699827,2557022.1482185707
932,291310.7699791901,2557022.1482185707
933,291280.7771479647,2557022.1482185707
934,291250.76479015645,2557022.1482185707
935,291220.7719589311,2557022.1482185707
936,291190.7791277057,2557022.1482185707
937,291160.7667698975,2557022.1482185707
938,291130.7739386721,2557022.1482185707
939,291100.78110744676,2557022.1482185707
940,291070.7687496385,2557022.1482185707
941,291044.7691046017,2557022.1482185707
942,291755.7319854064,2556994.921010272
943,291730.7672492595,2556992.15445315
944,291700.7744180341,2556992.15445315
945,291670.78158680873,2556992.15445315
946,291640.76922900055,2556992.15445315
947,291610.77639777516,2556992.15445315
948,291580.77380325843,2556992.15445315
949,291550.7712087416,2556992.15445315
950,291520.7783775162,2556992.15445315
951,291490.76601970795,2556992.15445315
952,291460.7731884826,2556992.15445315
953,291430.78035725723,2556992.15445315
954,291400.76799944905,2556992.15445315
955,291370.77516822366,2556992.15445315
956,291340.78233699827,2556992.15445315
957,291310.7699791901,2556992.15445315
958,291280.7771479647,2556992.15445315
959,291250.76479015645,2556992.15445315
960,291220.7719589311,2556992.15445315
961,291190.7791277057,2556992.15445315
962,291160.7667698975,2556992.15445315
963,291130.7739386721,2556992.15445315
964,291100.78110744676,2556992.15445315
965,291070.7687496385,2556992.15445315
966,291040.7759184131,2556992.15445315
967,291020.8978570932,2556985.4036641154
968,291728.5216922342,2556962.1509463303
969,291700.7744180341,2556962.1509463303
970,291670.78158680873,2556962.1509463303
971,291640.76922900055,2556962.1509463303
972,291610.77639777516,2556962.1509463303
973,291580.77380325843,2556962.1509463303
974,291550.7712087416,2556962.1509463303
975,291520.7783775162,2556962.1509463303
976,291490.76601970795,2556962.1509463303
977,291460.7731884826,2556962.1509463303
978,291430.78035725723,2556962.1509463303
979,291400.76799944905,2556962.1509463303
980,291370.77516822366,2556962.1509463303
981,291340.78233699827,2556962.1509463303
982,291310.7699791901,2556962.1509463303
983,291280.7771479647,2556962.1509463303
984,291250.76479015645,2556962.1509463303
985,291220.7719589311,2556962.1509463303
986,291190.7791277057,2556962.1509463303
987,291160.7667698975,2556962.1509463303
988,291130.7739386721,2556962.1509463303
989,291100.78110744676,2556962.1509463303
990,291070.7687496385,2556962.1509463303
991,291040.7759184131,2556962.1509463303
992,291012.03278848884,2556962.1509463303
993,291716.3078146746,2556946.477036437
994,291700.7744180341,2556932.1474395115
995,291670.78158680873,2556932.1474395115
996,291640.76922900055,2556932.1474395115
997,291610.77639777516,2556932.1474395115
998,291580.77380325843,2556932.1474395115
999,291550.7712087416,2556932.1474395115
1000,291520.7783775162,2556932.1474395115
1001,291490.76601970795,2556932.1474395115
1002,291460.7731884826,2556932.1474395115
1003,291430.78035725723,2556932.1474395115
1004,291400.76799944905,2556932.1474395115
1005,291370.77516822366,2556932.1474395115
1006,291340.78233699827,2556932.1474395115
1007,291310.7699791901,2556932.1474395115
1008,291280.7771479647,2556932.1474395115
1009,291250.76479015645,2556932.1474395115
1010,291220.7719589311,2556932.1474395115
1011,291190.7791277057,2556932.1474395115
1012,291160.7667698975,2556932.1474395115
1013,291130.7739386721,2556932.1474395115
1014,291100.78110744676,2556932.1474395115
1015,291070.7687496385,2556932.1474395115
1016,291040.7759184131,2556932.1474395115
1017,291010.77332389634,2556932.1474395115
1018,290988.16154098033,2556930.033556076
1019,291689.1072847938,2556913.0542988083
1020,291670.78158680873,2556902.1536740907
1021,291640.76922900055,2556902.1536740907
1022,291610.77639777516,2556902.1536740907
1023,291580.77380325843,2556902.1536740907
1024,291550.7712087416,2556902.1536740907
1025,291520.7783775162,2556902.1536740907
1026,291490.76601970795,2556902.1536740907
1027,291460.7731884826,2556902.1536740907
1028,291430.78035725723,2556902.1536740907
1029,291400.76799944905,2556902.1536740907
1030,291370.77516822366,2556902.1536740907
1031,291340.78233699827,2556902.1536740907
1032,291310.7699791901,2556902.1536740907
1033,291280.7771479647,2556902.1536740907
1034,291250.76479015645,2556902.1536740907
1035,291220.7719589311,2556902.1536740907
1036,291190.7791277057,2556902.1536740907
1037,291160.7667698975,2556902.1536740907
1038,291130.7739386721,2556902.1536740907
1039,291100.78110744676,2556902.1536740907
1040,291070.7687496385,2556902.1536740907
1041,291040.7759184131,2556902.1536740907
1042,291010.77332389634,2556902.1536740907
1043,290980.77072937955,2556902.1536740907
1044,290964.29029347183,2556889.6554600485
1045,291661.9067549129,2556879.621819781
1046,291640.76922900055,2556872.1501672715
1047,291610.77639777516,2556872.1501672715
1048,291580.77380325843,2556872.1501672715
1049,291550.7712087416,2556872.1501672715
1050,291520.7783775162,2556872.1501672715
1051,291490.76601970795,2556872.1501672715
1052,291460.7731884826,2556872.1501672715
1053,291430.78035725723,2556872.1501672715
1054,291400.76799944905,2556872.1501672715
1055,291370.77516822366,2556872.1501672715
1056,291340.78233699827,2556872.1501672715
1057,291310.7699791901,2556872.1501672715
1058,291280.7771479647,2556872.1501672715
1059,291250.76479015645,2556872.1501672715
1060,291220.7719589311,2556872.1501672715
1061,291190.7791277057,2556872.1501672715
1062,291160.7667698975,2556872.1501672715
1063,291130.7739386721,2556872.1501672715
1064,291100.78110744676,2556872.1501672715
1065,291070.7687496385,2556872.1501672715
1066,291040.7759184131,2556872.1501672715
1067,291010.77332389634,2556872.1501672715
1068,290980.77072937955,2556872.1501672715
1069,290955.4252248675,2556872.1501672715
1070,291634.69646174076,2556846.1893407544
1071,291610.77639777516,2556842.1466604522
1072,291580.77380325843,2556842.1466604522
1073,291550.7712087416,2556842.1466604522
1074,291520.7783775162,2556842.1466604522
1075,291490.76601970795,2556842.1466604522
1076,291460.7731884826,2556842.1466604522
1077,291430.78035725723,2556842.1466604522
1078,291400.76799944905,2556842.1466604522
1079,291370.77516822366,2556842.1466604522
1080,291340.78233699827,2556842.1466604522
1081,291310.7699791901,2556842.1466604522
1082,291280.7771479647,2556842.1466604522
1083,291250.76479015645,2556842.1466604522
1084,291220.7719589311,2556842.1466604522
1085,291190.7791277057,2556842.1466604522
1086,291160.7667698975,2556842.1466604522
1087,291130.7739386721,2556842.1466604522
1088,291100.78110744676,2556842.1466604522
1089,291070.7687496385,2556842.1466604522
1090,291040.7759184131,2556842.1466604522
1091,291010.77332389634,2556842.1466604522
1092,290980.77072937955,2556842.1466604522
1093,290950.77789815416,2556842.1466604522
1094,290931.55397735897,2556834.2853520093
1095,291607.4861685685,2556812.7568617268
1096,291580.77380325843,2556812.1528950315
1097,291550.7712087416,2556812.1528950315
1098,291520.7783775162,2556812.1528950315
1099,291490.76601970795,2556812.1528950315
1100,291460.7731884826,2556812.1528950315
1101,291430.78035725723,2556812.1528950315
1102,291400.76799944905,2556812.1528950315
1103,291370.77516822366,2556812.1528950315
1104,291340.78233699827,2556812.1528950315
1105,291310.7699791901,2556812.1528950315
1106,291280.7771479647,2556812.1528950315
1107,291250.76479015645,2556812.1528950315
1108,291220.7719589311,2556812.1528950315
1109,291190.7791277057,2556812.1528950315
1110,291160.7667698975,2556812.1528950315
1111,291130.7739386721,2556812.1528950315
1112,291100.78110744676,2556812.1528950315
1113,291070.7687496385,2556812.1528950315
1114,291040.7759184131,2556812.1528950315
1115,291010.77332389634,2556812.1528950315
1116,290980.77072937955,2556812.1528950315
1117,290950.77789815416,2556812.1528950315
1118,290922.67914546316,2556812.1528950315
1119,291580.2758753962,2556782.149388212
1120,291550.7712087416,2556782.149388212
1121,291520.7783775162,2556782.149388212
1122,291490.76601970795,2556782.149388212
1123,291460.7731884826,2556782.149388212
1124,291430.78035725723,2556782.149388212
1125,291400.76799944905,2556782.149388212
1126,291370.77516822366,2556782.149388212
1127,291340.78233699827,2556782.149388212
1128,291310.7699791901,2556782.149388212
1129,291280.7771479647,2556782.149388212
1130,291250.76479015645,2556782.149388212
1131,291220.7719589311,2556782.149388212
1132,291190.7791277057,2556782.149388212
1133,291160.7667698975,2556782.149388212
1134,291130.7739386721,2556782.149388212
1135,291100.78110744676,2556782.149388212
1136,291070.7687496385,2556782.149388212
1137,291040.7759184131,2556782.149388212
1138,291010.77332389634,2556782.149388212
1139,290980.77072937955,2556782.149388212
1140,290950.77789815416,2556782.149388212
1141,290920.7655403459,2556782.149388212
1142,290898.81766124617,2556778.91524397
1143,291568.07176112814,2556764.32262929
1144,291550.7712087416,2556752.145881393
1145,291520.7783775162,2556752.145881393
1146,291490.76601970795,2556752.145881393
1147,291460.7731884826,2556752.145881393
1148,291430.78035725723,2556752.145881393
1149,291400.76799944905,2556752.145881393
1150,291370.77516822366,2556752.145881393
1151,291340.78233699827,2556752.145881393
1152,291310.7699791901,2556752.145881393
1153,291280.7771479647,2556752.145881393
1154,291250.76479015645,2556752.145881393
1155,291220.7719589311,2556752.145881393
1156,291190.7791277057,2556752.145881393
1157,291160.7667698975,2556752.145881393
1158,291130.7739386721,2556752.145881393
1159,291100.78110744676,2556752.145881393
1160,291070.7687496385,2556752.145881393
1161,291040.7759184131,2556752.145881393
1162,291010.77332389634,2556752.145881393
1163,290980.77072937955,2556752.145881393
1164,290950.77789815416,2556752.145881393
1165,290920.7655403459,2556752.145881393
1166,290890.7727091206,2556752.145881393
1167,290874.95617702906,2556738.546889341
1168,291540.86146795587,2556730.8998916615
1169,291520.7783775162,2556722.152115972
1170,291490.76601970795,2556722.152115972
1171,291460.7731884826,2556722.152115972
1172,291430.78035725723,2556722.152115972
1173,291400.76799944905,2556722.152115972
1174,291370.77516822366,2556722.152115972
1175,291340.78233699827,2556722.152115972
1176,291310.7699791901,2556722.152115972
1177,291280.7771479647,2556722.152115972
1178,291250.76479015645,2556722.152115972
1179,291220.7719589311,2556722.152115972
1180,291190.7791277057,2556722.152115972
1181,291160.7667698975,2556722.152115972
1182,291130.7739386721,2556722.152115972
1183,291100.78110744676,2556722.152115972
1184,291070.7687496385,2556722.152115972
1185,291040.7759184131,2556722.152115972
1186,291010.77332389634,2556722.152115972
1187,290980.77072937955,2556722.152115972
1188,290950.77789815416,2556722.152115972
1189,290920.7655403459,2556722.152115972
1190,290890.7727091206,2556722.152115972
1191,290866.08134513325,2556722.152115972
1192,291513.66093807505,2556697.4576712362
1193,291490.76601970795,2556692.148609153
1194,291460.7731884826,2556692.148609153
1195,291430.78035725723,2556692.148609153
1196,291400.76799944905,2556692.148609153
1197,291370.77516822366,2556692.148609153
1198,291340.78233699827,2556692.148609153
1199,291310.7699791901,2556692.148609153
1200,291280.7771479647,2556692.148609153
1201,291250.76479015645,2556692.148609153
1202,291220.7719589311,2556692.148609153
1203,291190.7791277057,2556692.148609153
1204,291160.7667698975,2556692.148609153
1205,291130.7739386721,2556692.148609153
1206,291100.78110744676,2556692.148609153
1207,291070.7687496385,2556692.148609153
1208,291040.7759184131,2556692.148609153
1209,291010.77332389634,2556692.148609153
1210,290980.77072937955,2556692.148609153
1211,290950.77789815416,2556692.148609153
1212,290920.7655403459,2556692.148609153
1213,290890.7727091206,2556692.148609153
1214,290860.7798778952,2556692.148609153
1215,290842.2100976248,2556683.167039904
1216,291486.45064490277,2556664.025192209
1217,291460.7731884826,2556662.1451023337
1218,291430.78035725723,2556662.1451023337
1219,291400.76799944905,2556662.1451023337
1220,291370.77516822366,2556662.1451023337
1221,291340.78233699827,2556662.1451023337
1222,291310.7699791901,2556662.1451023337
1223,291280.7771479647,2556662.1451023337
1224,291250.76479015645,2556662.1451023337
1225,291220.7719589311,2556662.1451023337
1226,291190.7791277057,2556662.1451023337
1227,291160.7667698975,2556662.1451023337
1228,291130.7739386721,2556662.1451023337
1229,291100.78110744676,2556662.1451023337
1230,291070.7687496385,2556662.1451023337
1231,291040.7759184131,2556662.1451023337
1232,291010.77332389634,2556662.1451023337
1233,290980.77072937955,2556662.1451023337
1234,290950.77789815416,2556662.1451023337
1235,290920.7655403459,2556662.1451023337
1236,290890.7727091206,2556662.1451023337
1237,290860.7798778952,2556662.1451023337
1238,290833.34502902045,2556662.1451023337
1239,291459.2403517305,2556632.151336913
1240,291430.78035725723,2556632.151336913
1241,291400.76799944905,2556632.151336913
1242,291370.77516822366,2556632.151336913
1243,291340.78233699827,2556632.151336913
1244,291310.7699791901,2556632.151336913
1245,291280.7771479647,2556632.151336913
1246,291250.76479015645,2556632.151336913
1247,291220.7719589311,2556632.151336913
1248,291190.7791277057,2556632.151336913
1249,291160.7667698975,2556632.151336913
1250,291130.7739386721,2556632.151336913
1251,291100.78110744676,2556632.151336913
1252,291070.7687496385,2556632.151336913
1253,291040.7759184131,2556632.151336913
1254,291010.77332389634,2556632.151336913
1255,290980.77072937955,2556632.151336913
1256,290950.77789815416,2556632.151336913
1257,290920.7655403459,2556632.151336913
1258,290890.7727091206,2556632.151336913
1259,290860.7798778952,2556632.151336913
1260,290830.76752008696,2556632.151336913
1261,290809.47378151194,2556627.806673263
1262,291447.0362374624,2556615.5909597725
1263,291430.78035725723,2556602.1478300933
1264,291400.76799944905,2556602.1478300933
1265,291370.77516822366,2556602.1478300933
1266,291340.78233699827,2556602.1478300933
1267,291310.7699791901,2556602.1478300933
1268,291280.7771479647,2556602.1478300933
1269,291250.76479015645,2556602.1478300933
1270,291220.7719589311,2556602.1478300933
1271,291190.7791277057,2556602.1478300933
1272,291160.7667698975,2556602.1478300933
1273,291130.7739386721,2556602.1478300933
1274,291100.78110744676,2556602.1478300933
1275,291070.7687496385,2556602.1478300933
1276,291040.7759184131,2556602.1478300933
1277,291010.77332389634,2556602.1478300933
1278,290980.77072937955,2556602.1478300933
1279,290950.77789815416,2556602.1478300933
1280,290920.7655403459,2556602.1478300933
1281,290890.7727091206,2556602.1478300933
1282,290860.7798778952,2556602.1478300933
1283,290830.76752008696,2556602.1478300933
1284,290800.77468886157,2556602.1478300933
1285,290785.6122972949,2556587.428577235
1286,291419.8357075816,2556582.1682221433
1287,291400.76799944905,2556572.1540646725
1288,291370.77516822366,2556572.1540646725
1289,291340.78233699827,2556572.1540646725
1290,291310.7699791901,2556572.1540646725
1291,291280.7771479647,2556572.1540646725
1292,291250.76479015645,2556572.1540646725
1293,291220.7719589311,2556572.1540646725
1294,291190.7791277057,2556572.1540646725
1295,291160.7667698975,2556572.1540646725
1296,291130.7739386721,2556572.1540646725
1297,291100.78110744676,2556572.1540646725
1298,291070.7687496385,2556572.1540646725
1299,291040.7759184131,2556572.1540646725
1300,291010.77332389634,2556572.1540646725
1301,290980.77072937955,2556572.1540646725
1302,290950.77789815416,2556572.1540646725
1303,290920.7655403459,2556572.1540646725
1304,290890.7727091206,2556572.1540646725
1305,290860.7798778952,2556572.1540646725
1306,290830.76752008696,2556572.1540646725
1307,290800.77468886157,2556572.1540646725
1308,290776.7472286905,2556572.1540646725
1309,291392.6254144093,2556548.7357431166
1310,291370.77516822366,2556542.1505578533
1311,291340.78233699827,2556542.1505578533
1312,291310.7699791901,2556542.1505578533
1313,291280.7771479647,2556542.1505578533
1314,291250.76479015645,2556542.1505578533
1315,291220.7719589311,2556542.1505578533
1316,291190.7791277057,2556542.1505578533
1317,291160.7667698975,2556542.1505578533
1318,291130.7739386721,2556542.1505578533
1319,291100.78110744676,2556542.1505578533
1320,291070.7687496385,2556542.1505578533
1321,291040.7759184131,2556542.1505578533
1322,291010.77332389634,2556542.1505578533
1323,290980.77072937955,2556542.1505578533
1324,290950.77789815416,2556542.1505578533
1325,290920.7655403459,2556542.1505578533
1326,290890.7727091206,2556542.1505578533
1327,290860.7798778952,2556542.1505578533
1328,290830.76752008696,2556542.1505578533
1329,290800.77468886157,2556542.1505578533
1330,290770.78185763623,2556542.1505578533
1331,290752.86621789064,2556532.058469196
1332,291365.41512123705,2556515.303264089
1333,291340.78233699827,2556512.147051034
1334,291310.7699791901,2556512.147051034
1335,291280.7771479647,2556512.147051034
1336,291250.76479015645,2556512.147051034
1337,291220.7719589311,2556512.147051034
1338,291190.7791277057,2556512.147051034
1339,291160.7667698975,2556512.147051034
1340,291130.7739386721,2556512.147051034
1341,291100.78110744676,2556512.147051034
1342,291070.7687496385,2556512.147051034
1343,291040.7759184131,2556512.147051034
1344,291010.77332389634,2556512.147051034
1345,290980.77072937955,2556512.147051034
1346,290950.77789815416,2556512.147051034
1347,290920.7655403459,2556512.147051034
1348,290890.7727091206,2556512.147051034
1349,290860.7798778952,2556512.147051034
1350,290830.76752008696,2556512.147051034
1351,290800.77468886157,2556512.147051034
1352,290770.78185763623,2556512.147051034
1353,290744.0011492862,2556512.147051034
1354,291338.2145913562,2556482.1532856133
1355,291310.7699791901,2556482.1532856133
1356,291280.7771479647,2556482.1532856133
1357,291250.76479015645,2556482.1532856133
1358,291220.7719589311,2556482.1532856133
1359,291190.7791277057,2556482.1532856133
1360,291160.7667698975,2556482.1532856133
1361,291130.7739386721,2556482.1532856133
1362,291100.78110744676,2556482.1532856133
1363,291070.7687496385,2556482.1532856133
1364,291040.7759184131,2556482.1532856133
1365,291010.77332389634,2556482.1532856133
1366,290980.77072937955,2556482.1532856133
1367,290950.77789815416,2556482.1532856133
1368,290920.7655403459,2556482.1532856133
1369,290890.7727091206,2556482.1532856133
1370,290860.7798778952,2556482.1532856133
1371,290830.76752008696,2556482.1532856133
1372,290800.77468886157,2556482.1532856133
1373,290770.78185763623,2556482.1532856133
1374,290740.769499828,2556482.1532856133
1375,290720.1396650692,2556476.6883611567
1376,291326.0104770881,2556466.869031653
1377,291310.7699791901,2556452.1497787945
1378,291280.7771479647,2556452.1497787945
1379,291250.76479015645,2556452.1497787945
1380,291220.7719589311,2556452.1497787945
1381,291190.7791277057,2556452.1497787945
1382,291160.7667698975,2556452.1497787945
1383,291130.7739386721,2556452.1497787945
1384,291100.78110744676,2556452.1497787945
1385,291070.7687496385,2556452.1497787945
1386,291040.7759184131,2556452.1497787945
1387,291010.77332389634,2556452.1497787945
1388,290980.77072937955,2556452.1497787945
1389,290950.77789815416,2556452.1497787945
1390,290920.7655403459,2556452.1497787945
1391,290890.7727091206,2556452.1497787945
1392,290860.7798778952,2556452.1497787945
1393,290830.76752008696,2556452.1497787945
1394,290800.77468886157,2556452.1497787945
1395,290770.78185763623,2556452.1497787945
1396,290740.769499828,2556452.1497787945
1397,290711.26483317337,2556452.1497787945
1398,291298.7904206244,2556433.426811227
1399,291280.7771479647,2556422.146271975
1400,291250.76479015645,2556422.146271975
1401,291220.7719589311,2556422.146271975
1402,291190.7791277057,2556422.146271975
1403,291160.7667698975,2556422.146271975
1404,291130.7739386721,2556422.146271975
1405,291100.78110744676,2556422.146271975
1406,291070.7687496385,2556422.146271975
1407,291040.7759184131,2556422.146271975
1408,291010.77332389634,2556422.146271975
1409,290980.77072937955,2556422.146271975
1410,290950.77789815416,2556422.146271975
1411,290920.7655403459,2556422.146271975
1412,290890.7727091206,2556422.146271975
1413,290860.7798778952,2556422.146271975
1414,290830.76752008696,2556422.146271975
1415,290800.77468886157,2556422.146271975
1416,290770.78185763623,2556422.146271975
1417,290740.769499828,2556422.146271975
1418,290710.7766686026,2556422.146271975
1419,290687.40334895626,2556421.3182531176
1420,291271.5898907436,2556400.0040735984
1421,291250.76479015645,2556392.152506554
1422,291220.7719589311,2556392.152506554
1423,291190.7791277057,2556392.152506554
1424,291160.7667698975,2556392.152506554
1425,291130.7739386721,2556392.152506554
1426,291100.78110744676,2556392.152506554
1427,291070.7687496385,2556392.152506554
1428,291040.7759184131,2556392.152506554
1429,291010.77332389634,2556392.152506554
1430,290980.77072937955,2556392.152506554
1431,290950.77789815416,2556392.152506554
1432,290920.7655403459,2556392.152506554
1433,290890.7727091206,2556392.152506554
1434,290860.7798778952,2556392.152506554
1435,290830.76752008696,2556392.152506554
1436,290800.77468886157,2556392.152506554
1437,290770.78185763623,2556392.152506554
1438,290740.769499828,2556392.152506554
1439,290710.7766686026,2556392.152506554
1440,290680.7740740859,2556392.152506554
1441,290663.5321014478,2556380.9401570903
1442,291244.37959757133,2556366.571594571
1443,291220.7719589311,2556362.148999735
1444,291190.7791277057,2556362.148999735
1445,291160.7667698975,2556362.148999735
1446,291130.7739386721,2556362.148999735
1447,291100.78110744676,2556362.148999735
1448,291070.7687496385,2556362.148999735
1449,291040.7759184131,2556362.148999735
1450,291010.77332389634,2556362.148999735
1451,290980.77072937955,2556362.148999735
1452,290950.77789815416,2556362.148999735
1453,290920.7655403459,2556362.148999735
1454,290890.7727091206,2556362.148999735
1455,290860.7798778952,2556362.148999735
1456,290830.76752008696,2556362.148999735
1457,290800.77468886157,2556362.148999735
1458,290770.78185763623,2556362.148999735
1459,290740.769499828,2556362.148999735
1460,290710.7766686026,2556362.148999735
1461,290680.7740740859,2556362.148999735
1462,290654.657269552,2556362.148999735
1463,291217.1790676905,2556333.139115544
1464,291190.7791277057,2556332.1454929155
1465,291160.7667698975,2556332.1454929155
1466,291130.7739386721,2556332.1454929155
1467,291100.78110744676,2556332.1454929155
1468,291070.7687496385,2556332.1454929155
1469,291040.7759184131,2556332.1454929155
1470,291010.77332389634,2556332.1454929155
1471,290980.77072937955,2556332.1454929155
1472,290950.77789815416,2556332.1454929155
1473,290920.7655403459,2556332.1454929155
1474,290890.7727091206,2556332.1454929155
1475,290860.7798778952,2556332.1454929155
1476,290830.76752008696,2556332.1454929155
1477,290800.77468886157,2556332.1454929155
1478,290770.78185763623,2556332.1454929155
1479,290740.769499828,2556332.1454929155
1480,290710.7766686026,2556332.1454929155
1481,290680.7740740859,2556332.1454929155
1482,290650.771479569,2556332.1454929155
1483,290630.79578533495,2556325.570049051
1484,291189.9687745183,2556302.151727495
1485,291160.7667698975,2556302.151727495
1486,291130.7739386721,2556302.151727495
