obs,pred
1.366,1.504
-999.0,1.055
4.328,2.651
-999.0,2.262
3.448,1.403
-999.0,0.347
-999.0,-999.0
3.389,2.567
3.241,3.58
3.241,3.245
2.248,2.121
3.468,2.935
2.274,2.447
3.059,3.275
3.059,2.686
-999.0,1.891
3.891,3.259
3.613,3.004
-999.0,1.554
-999.0,2.816
2.26,2.97
3.171,3.917
3.326,2.667
-999.0,1.27
-999.0,1.635
-999.0,1.673
-999.0,0.123
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,3.049
3.241,3.866
1.537,2.143
3.468,2.831
3.468,2.46
-999.0,2.083
3.059,2.547
4.591,3.005
3.613,2.753
3.613,3.258
3.107,2.742
-999.0,2.154
1.945,3.428
3.461,2.924
1.945,2.514
3.299,2.697
-999.0,0.084
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,2.625
1.314,2.675
1.314,3.915
2.908,3.462
3.413,1.95
-999.0,1.948
4.591,2.902
4.591,3.637
3.814,3.683
3.107,3.406
4.453,1.839
3.272,2.164
-999.0,2.519
1.945,2.198
2.413,1.874
2.785,2.989
-999.0,2.562
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,2.747
2.034,2.252
1.681,2.815
2.908,2.95
1.314,2.841
3.828,2.253
3.879,2.204
3.879,3.069
4.453,3.188
4.444,3.313
3.272,1.72
3.272,1.432
1.559,0.259
3.579,-999.0
2.295,3.777
-999.0,3.44
3.197,3.061
3.197,2.177
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
3.174,2.321
3.174,3.361
2.568,2.403
4.391,3.381
2.961,3.11
3.775,2.802
3.775,3.517
3.775,2.972
3.68,2.787
3.176,2.502
1.559,2.205
3.579,2.998
2.274,2.491
-999.0,2.299
3.197,2.194
3.197,2.927
-999.0,2.07
-999.0,1.91
2.339,1.94
-999.0,2.908
4.004,2.719
4.666,2.627
2.568,3.54
2.568,2.885
4.391,3.276
3.496,3.507
3.496,3.465
4.603,3.378
4.603,2.673
3.176,2.477
3.68,3.348
1.718,3.278
-999.0,3.389
3.627,3.667
3.735,3.527
2.785,2.249
3.197,2.0
2.61,2.486
2.339,3.039
2.339,2.97
-999.0,2.282
4.666,2.598
2.994,3.195
1.95,2.56
1.95,2.645
2.708,3.635
-999.0,3.652
4.925,3.333
1.503,2.448
1.503,1.831
1.503,2.484
3.414,3.187
3.596,2.737
3.627,2.808
3.735,2.999
3.025,1.89
2.61,3.306
-999.0,2.57
4.455,3.724
2.271,2.763
2.271,3.339
2.271,2.516
2.779,2.741
2.779,3.449
3.056,2.862
2.994,3.198
4.925,2.215
1.503,1.821
2.994,2.407
3.06,2.924
4.24,3.434
3.627,3.206
3.025,2.251
2.674,1.787
3.025,1.622
-999.0,1.841
2.675,1.182
-999.0,1.252
2.684,2.596
2.684,2.521
2.271,3.24
3.641,3.209
3.175,2.05
2.779,2.244
3.056,3.869
2.994,3.289
6.436,3.556
3.06,2.511
-999.0,2.552
2.645,2.953
2.645,3.105
2.876,2.79
-999.0,2.227
3.025,1.445
3.196,2.554
-999.0,-999.0
2.675,2.818
-999.0,2.383
4.42,2.434
4.42,1.716
4.336,2.515
3.72,2.984
2.81,2.553
3.056,3.151
3.831,3.834
4.006,2.981
1.883,2.976
1.883,2.539
4.53,2.172
2.645,2.805
3.252,3.394
3.025,2.537
3.492,3.321
-999.0,2.329
-999.0,1.167
-999.0,2.365
2.955,1.96
-999.0,2.494
4.336,2.515
2.374,2.362
2.81,2.515
2.035,2.629
3.715,2.058
4.006,3.119
1.944,1.457
1.883,2.323
2.629,3.029
-999.0,2.789
3.143,3.762
3.579,3.359
3.408,3.163
3.492,3.753
-999.0,3.029
-999.0,2.102
-999.0,2.849
3.196,1.669
2.384,2.495
2.374,1.78
2.374,2.548
-999.0,2.91
2.421,2.75
3.788,2.853
1.944,1.496
-999.0,1.606
3.057,4.035
-999.0,3.466
-999.0,3.586
3.579,2.769
3.579,3.35
2.287,3.043
3.492,3.509
4.249,3.19
3.196,2.283
3.196,2.751
3.037,2.645
3.508,1.776
-999.0,0.627
1.597,2.451
4.012,2.541
3.229,3.105
3.229,2.108
-999.0,2.754
-999.0,3.41
3.336,3.59
3.336,3.307
2.74,2.39
3.189,3.015
2.342,3.666
4.249,3.372
2.319,3.012
2.319,2.568
3.912,3.44
3.037,3.415
-999.0,1.628
-999.0,2.618
1.845,2.332
1.294,3.197
4.958,2.816
3.033,2.618
-999.0,1.837
3.336,2.989
2.744,4.076
-999.0,2.974
-999.0,2.754
2.342,2.555
2.817,3.544
3.996,3.393
2.319,2.969
4.241,2.907
-999.0,2.708
1.156,1.641
2.872,3.524
1.294,1.819
1.294,2.622
2.971,1.68
3.87,3.114
3.559,2.439
2.744,3.34
3.073,3.58
2.342,2.427
-999.0,2.966
-999.0,2.029
3.764,2.947
2.126,2.961
-999.0,2.756
1.955,2.719
1.955,2.752
3.363,0.572
2.423,1.613
3.157,2.568
-999.0,2.359
4.459,0.819
3.257,1.035
3.814,1.189
0.173,-0.101
3.765,0.787
0.173,1.145
2.5,0.296
2.054,2.088
-999.0,0.512
0.173,0.909
2.282,1.952
3.32,1.968
1.955,2.349
1.955,2.299
3.438,2.001
3.414,3.381
4.796,2.926
4.607,3.282
3.01,-0.554
3.01,1.348
0.173,0.273
0.173,-0.952
0.173,0.936
2.5,0.11
2.5,0.18
0.173,0.299
0.173,0.669
1.558,1.775
4.373,1.324
4.124,1.363
-999.0,1.981
1.861,2.561
1.861,2.745
4.607,4.039
4.035,2.736
-999.0,2.968
0.173,-0.234
0.173,-0.62
0.173,-0.17
0.173,0.849
0.173,0.25
2.267,1.033
2.267,2.617
3.081,2.899
-999.0,2.576
-999.0,1.855
1.689,2.149
1.689,2.568
-999.0,1.714
1.764,2.184
3.091,3.099
4.912,2.223
5.256,2.102
0.173,0.625
0.173,-0.315
0.173,-0.292
0.173,0.861
-999.0,2.64
2.267,2.704
-999.0,3.335
-999.0,2.305
3.49,3.175
3.49,2.335
1.689,2.27
1.689,2.164
-999.0,2.524
-999.0,2.92
3.338,4.307
4.456,3.317
2.986,2.421
-999.0,2.806
0.173,-0.348
0.173,-0.386
-999.0,0.052
1.883,3.401
1.883,3.138
-999.0,2.033
3.482,2.683
3.326,2.094
-999.0,2.69
-999.0,2.517
-999.0,2.308
2.92,3.218
3.346,2.611
-999.0,1.99
3.195,3.567
2.142,3.156
3.891,3.592
3.778,3.745
3.741,0.828
3.741,2.317
-999.0,2.634
3.186,2.214
0.173,0.383
0.173,-0.52
0.173,-0.384
3.559,2.754
-999.0,3.474
3.482,2.665
3.407,2.28
3.407,2.541
3.89,2.553
-999.0,3.395
-999.0,3.044
2.92,3.305
2.92,2.811
2.828,3.097
4.349,3.162
4.349,3.343
3.778,3.141
3.778,3.539
1.223,2.549
3.741,2.112
3.741,2.531
-999.0,2.757
-999.0,2.454
-999.0,2.625
0.173,0.763
-999.0,1.192
-999.0,2.295
-999.0,2.833
-999.0,2.465
2.984,1.994
2.984,3.124
-999.0,2.392
2.969,3.31
2.969,3.441
2.969,4.047
2.969,2.766
-999.0,3.215
1.995,3.199
3.568,2.431
3.568,2.467
-999.0,2.256
-999.0,2.674
-999.0,1.714
-999.0,1.659
-999.0,2.453
3.465,2.906
3.912,2.726
2.333,2.785
2.17,1.936
2.17,2.116
-999.0,1.665
-999.0,1.297
-999.0,3.007
0.92,2.731
0.92,2.126
-999.0,1.345
-999.0,1.963
2.969,2.505
2.969,3.644
2.969,3.532
2.969,3.152
3.985,3.243
1.995,3.362
4.336,2.362
1.94,3.149
3.292,3.117
-999.0,4.003
-999.0,-999.0
-999.0,2.231
-999.0,0.858
4.668,2.583
1.995,2.72
-999.0,2.282
1.382,2.958
2.17,3.049
-999.0,3.051
1.01,2.203
-999.0,2.176
-999.0,0.693
-999.0,1.226
-999.0,2.401
2.969,3.697
2.969,2.825
2.969,2.594
4.362,3.617
3.985,4.027
-999.0,3.541
-999.0,2.654
-999.0,2.775
-999.0,3.63
4.668,2.985
4.668,2.855
2.305,2.996
2.981,2.487
2.384,3.044
3.723,2.578
3.723,3.703
2.17,2.899
1.935,2.853
-999.0,2.363
-999.0,2.987
-999.0,3.615
-999.0,1.943
-999.0,2.616
-999.0,2.868
2.969,3.244
3.523,3.526
3.607,4.503
3.785,3.985
3.985,3.985
3.874,4.013
3.961,4.005
3.179,4.265
3.179,3.839
2.792,2.539
1.338,2.412
1.338,2.615
-999.0,2.543
3.592,2.704
3.592,3.205
3.491,2.846
-999.0,2.146
2.877,1.553
-999.0,2.272
-999.0,2.88
2.416,3.456
-999.0,2.75
-999.0,2.671
-999.0,3.29
-999.0,3.313
2.969,3.837
2.969,3.269
3.834,3.499
3.834,4.584
3.717,4.078
3.674,4.157
2.792,4.206
2.792,4.021
2.968,2.442
1.338,0.79
3.387,2.534
3.387,3.406
3.586,3.209
-999.0,3.331
-999.0,2.795
-999.0,2.617
-999.0,1.924
-999.0,2.84
1.963,3.082
3.751,2.61
2.337,2.611
-999.0,3.481
-999.0,3.561
-999.0,4.502
2.969,3.953
2.223,3.164
-999.0,4.562
-999.0,4.059
-999.0,2.118
2.732,3.088
3.415,3.438
2.121,3.189
2.121,2.494
2.424,3.359
3.387,2.711
2.978,3.061
-999.0,3.364
-999.0,2.55
-999.0,2.654
-999.0,2.527
-999.0,2.936
-999.0,3.947
1.855,3.623
1.855,2.955
-999.0,2.796
-999.0,3.886
-999.0,3.187
-999.0,3.572
-999.0,3.061
2.223,3.435
2.223,3.03
0.798,1.994
3.083,3.385
2.147,2.262
2.718,2.575
0.798,3.293
3.415,2.202
2.078,3.885
2.078,3.71
2.078,1.496
-999.0,2.835
-999.0,3.093
-999.0,2.819
2.962,2.44
-999.0,2.287
-999.0,3.108
4.36,2.363
1.855,2.558
-999.0,0.723
-999.0,2.489
-999.0,3.605
2.247,3.235
-999.0,3.123
-999.0,4.468
-999.0,3.759
-999.0,2.979
1.35,2.378
3.029,2.805
5.374,3.071
5.374,2.775
2.222,4.786
0.798,0.545
3.054,0.227
0.798,0.422
-999.0,1.652
-999.0,-999.0
-999.0,2.747
2.962,2.788
-999.0,1.811
-999.0,2.291
4.36,2.882
-999.0,2.908
-999.0,2.414
2.247,2.15
2.247,3.07
2.247,3.261
-999.0,2.823
-999.0,4.217
-999.0,4.023
-999.0,3.097
-999.0,2.963
-999.0,2.525
1.35,2.528
5.374,2.803
5.374,2.488
0.798,2.442
0.798,0.123
0.798,-0.123
3.044,1.286
1.995,3.697
2.866,3.083
2.962,3.068
2.962,2.866
-999.0,2.34
-999.0,2.57
-999.0,1.685
-999.0,1.107
-999.0,1.587
2.247,3.218
-999.0,3.774
-999.0,3.078
-999.0,3.568
-999.0,5.063
-999.0,3.547
-999.0,2.144
3.489,2.793
-999.0,2.509
1.326,3.647
1.326,3.236
2.53,2.155
2.147,2.696
-999.0,1.25
3.044,1.74
3.044,3.074
2.218,4.129
2.218,4.008
-999.0,2.282
-999.0,0.097
-999.0,1.989
-999.0,3.905
-999.0,3.311
-999.0,2.914
-999.0,3.579
-999.0,3.444
-999.0,2.657
-999.0,3.717
-999.0,3.383
3.547,2.713
-999.0,3.476
-999.0,3.002
1.326,3.114
1.326,3.369
0.798,2.244
1.754,3.314
-999.0,3.51
-999.0,2.635
-999.0,3.586
2.468,3.731
-999.0,3.033
-999.0,2.443
-999.0,1.204
-999.0,1.74
-999.0,1.339
2.242,2.542
-999.0,2.975
2.382,3.231
2.382,2.728
-999.0,2.513
3.978,4.062
3.978,2.869
3.071,3.151
-999.0,2.237
-999.0,3.077
-999.0,2.672
1.869,2.531
2.147,3.237
2.147,3.358
1.859,2.85
3.662,3.457
-999.0,3.062
-999.0,3.935
-999.0,2.329
-999.0,3.477
-999.0,3.425
-999.0,2.616
2.242,2.86
2.382,2.887
-999.0,3.714
-999.0,2.024
-999.0,3.218
-999.0,4.087
3.071,2.556
-999.0,3.468
2.1,2.645
2.777,3.098
2.777,3.875
2.147,3.212
2.147,3.028
2.632,2.814
1.859,3.6
4.0,3.289
-999.0,1.443
-999.0,4.062
-999.0,2.096
-999.0,-999.0
-999.0,1.825
-999.0,0.368
-999.0,1.851
-999.0,2.783
-999.0,3.684
-999.0,3.406
-999.0,1.298
-999.0,2.327
-999.0,3.361
2.018,3.558
-999.0,2.796
1.3,2.234
1.3,2.874
3.836,2.798
-999.0,3.141
-999.0,2.932
2.632,3.965
-999.0,3.345
-999.0,2.736
1.83,2.723
2.442,2.708
1.739,2.469
-999.0,3.811
-999.0,1.319
-999.0,1.8
-999.0,2.903
-999.0,3.758
-999.0,3.752
-999.0,3.235
-999.0,1.854
1.908,3.776
-999.0,4.65
-999.0,4.405
-999.0,2.763
-999.0,3.096
-999.0,2.9
-999.0,4.082
3.891,3.909
2.723,4.189
-999.0,3.96
2.057,3.125
2.057,3.026
-999.0,3.797
-999.0,1.932
0.23,0.517
-999.0,2.484
-999.0,3.487
-999.0,2.096
-999.0,2.648
-999.0,-0.381
-999.0,1.826
-999.0,3.142
-999.0,3.558
-999.0,4.598
-999.0,4.236
-999.0,3.169
-999.0,3.25
-999.0,3.461
2.07,4.847
2.239,4.057
2.115,4.565
1.786,3.345
0.23,-0.101
0.23,0.768
0.23,0.774
0.23,0.368
0.23,0.009
0.23,0.486
-999.0,2.818
-999.0,-0.775
-999.0,-0.384
-999.0,3.163
-999.0,2.782
3.69,3.172
3.69,4.134
-999.0,4.718
-999.0,3.996
-999.0,3.762
-999.0,2.713
3.667,3.11
3.186,3.403
2.474,3.988
2.115,3.589
1.786,1.031
0.23,0.723
0.23,0.079
0.23,0.563
0.23,0.268
0.23,0.089
0.23,0.511
-999.0,0.526
-999.0,2.425
-999.0,3.698
-999.0,4.427
-999.0,1.686
3.69,3.498
3.69,3.379
-999.0,2.898
3.593,3.785
-999.0,4.197
4.437,4.32
-999.0,3.362
-999.0,1.503
0.23,-0.158
0.23,-0.304
0.23,0.911
0.23,0.653
0.23,0.683
0.23,0.371
0.23,0.204
0.23,0.965
0.23,0.068
-999.0,1.716
-999.0,1.748
-999.0,3.998
-999.0,2.574
-999.0,1.756
-999.0,3.13
-999.0,2.056
1.937,2.634
-999.0,1.76
4.428,4.361
-999.0,4.692
0.23,-0.359
0.23,0.649
0.23,0.701
0.23,0.328
0.23,0.445
0.23,0.649
0.23,-0.202
0.23,-0.069
0.23,-0.071
-999.0,-0.152
-999.0,2.925
-999.0,1.798
-999.0,4.261
-999.0,3.14
-999.0,-0.17
-999.0,-1.817
-999.0,2.162
-999.0,2.342
-999.0,3.151
3.758,3.806
3.758,3.898
4.299,1.732
0.23,-0.024
3.157,1.408
0.23,0.388
0.23,-0.222
0.23,-0.329
0.23,-0.039
0.23,-0.558
0.23,0.04
-999.0,-0.151
0.23,-0.145
2.235,1.399
-999.0,2.297
-999.0,1.814
-999.0,1.77
-999.0,0.927
-999.0,2.292
-999.0,1.835
-999.0,2.99
2.993,3.855
-999.0,3.337
3.365,1.675
0.23,0.779
0.23,0.349
0.23,-0.074
0.23,-0.391
0.23,-0.157
0.23,-0.71
0.23,-0.651
0.23,0.921
0.23,0.578
-999.0,2.141
-999.0,1.389
2.235,0.744
-999.0,1.971
-999.0,1.413
-999.0,-0.007
-999.0,2.409
-999.0,-999.0
-999.0,2.787
-999.0,3.092
3.368,3.805
3.624,2.409
3.624,4.336
-999.0,4.009
0.23,-0.693
0.23,0.6
0.23,0.032
0.23,0.598
0.23,1.599
0.23,-0.019
0.23,-0.63
0.23,1.034
0.23,0.383
0.23,0.489
0.23,-999.0
-999.0,3.004
-999.0,3.048
6.935,2.935
-999.0,1.385
-999.0,2.947
-999.0,3.889
-999.0,2.642
4.156,3.887
2.349,4.101
2.349,3.206
-999.0,1.726
0.23,0.69
0.23,0.961
0.23,-0.496
0.23,-0.39
0.23,0.537
0.23,0.381
0.23,-0.116
0.23,0.21
-999.0,0.088
-999.0,-999.0
-999.0,2.504
-999.0,2.492
3.314,3.617
-999.0,1.497
3.092,2.331
2.919,3.109
-999.0,3.307
-999.0,3.711
-999.0,3.593
-999.0,3.618
-999.0,3.402
0.23,-0.07
0.23,0.731
0.23,-0.01
0.23,0.402
0.23,0.816
0.23,-0.345
0.23,0.345
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-0.216
-999.0,2.139
-999.0,3.235
-999.0,2.723
-999.0,2.701
3.382,3.035
-999.0,2.726
-999.0,3.351
-999.0,3.95
-999.0,2.758
-999.0,3.296
-999.0,2.463
1.987,0.312
1.987,1.581
0.23,0.163
0.23,0.376
-999.0,0.06
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
6.703,1.822
-999.0,2.702
-999.0,3.494
-999.0,2.954
-999.0,3.341
3.344,3.649
-999.0,4.447
-999.0,4.166
1.993,2.983
4.004,4.197
1.987,2.285
1.987,2.655
-999.0,2.998
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,1.889
1.51,2.616
4.417,2.263
4.21,3.369
5.062,3.244
-999.0,3.346
3.523,3.658
3.929,4.246
3.344,3.813
3.299,4.663
-999.0,3.851
2.616,3.442
-999.0,3.084
-999.0,3.613
-999.0,1.748
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,2.361
1.51,3.252
4.21,3.431
-999.0,1.131
5.136,3.404
-999.0,2.629
-999.0,2.528
-999.0,3.627
-999.0,3.617
-999.0,3.61
3.786,2.405
2.845,3.346
3.428,3.842
3.884,1.886
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,2.755
1.291,3.308
0.962,3.654
-999.0,-999.0
3.715,3.014
4.724,3.909
4.847,2.282
-999.0,2.093
-999.0,2.383
-999.0,2.705
4.206,4.437
4.206,3.556
3.615,4.012
4.217,1.276
-999.0,2.11
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-0.004
1.291,2.617
-999.0,2.86
2.531,2.668
-999.0,3.396
-999.0,-999.0
-999.0,2.127
4.323,3.033
-999.0,1.533
-999.0,1.849
-999.0,2.907
4.001,3.847
3.079,3.574
2.97,3.092
2.97,2.747
2.851,3.122
-999.0,2.773
3.168,2.357
-999.0,-999.0
-999.0,-999.0
-999.0,1.483
-999.0,2.112
1.291,2.966
-999.0,3.492
2.768,2.912
2.599,3.021
2.818,2.315
3.459,2.208
-999.0,0.453
-999.0,3.491
4.034,3.758
4.034,3.751
-999.0,2.445
4.129,2.701
3.24,3.34
3.24,3.249
-999.0,2.076
-999.0,-999.0
-999.0,-999.0
-999.0,0.773
-999.0,1.228
-999.0,3.349
-999.0,3.307
2.768,2.731
1.149,2.636
1.478,2.694
-999.0,3.52
3.39,3.326
3.39,2.612
-999.0,3.15
-999.0,3.239
-999.0,2.88
4.129,3.262
3.035,2.441
-999.0,1.952
-999.0,3.328
-999.0,1.432
-999.0,-999.0
-999.0,-999.0
-999.0,2.561
1.256,4.515
1.256,2.466
-999.0,2.398
-999.0,2.325
-999.0,1.833
2.247,2.269
-999.0,2.064
-999.0,1.693
-999.0,3.187
-999.0,2.379
-999.0,3.005
-999.0,-999.0
2.897,3.046
2.897,3.652
-999.0,-999.0
1.283,1.757
-999.0,2.229
-999.0,3.584
-999.0,3.171
-999.0,2.447
-999.0,3.217
2.247,2.272
-999.0,3.01
-999.0,2.099
-999.0,2.097
-999.0,2.482
2.683,2.971
2.992,2.938
-999.0,2.761
-999.0,2.795
3.217,3.707
-999.0,2.176
-999.0,-999.0
1.283,2.185
1.283,0.066
-999.0,-999.0
-999.0,0.584
-999.0,2.325
-999.0,2.109
-999.0,2.67
1.002,3.149
2.247,-999.0
-999.0,1.38
-999.0,2.003
-999.0,2.359
-999.0,2.866
4.807,2.723
4.277,2.83
-999.0,2.445
-999.0,2.991
2.659,3.142
1.418,0.958
-999.0,2.975
-999.0,1.5
-999.0,1.512
-999.0,-999.0
-999.0,-999.0
-999.0,3.072
-999.0,3.195
-999.0,2.405
-999.0,3.214
-999.0,0.213
-999.0,2.336
-999.0,2.114
2.491,2.611
-999.0,2.015
3.832,2.86
-999.0,2.424
-999.0,3.01
3.92,2.405
-999.0,1.91
-999.0,2.639
1.125,1.191
-999.0,1.062
-999.0,0.83
-999.0,0.652
-999.0,3.46
-999.0,3.389
-999.0,2.591
-999.0,2.625
2.278,3.104
-999.0,1.957
3.642,2.176
-999.0,3.492
-999.0,3.325
-999.0,2.699
3.274,2.654
-999.0,2.072
3.92,1.173
-999.0,2.018
-999.0,3.004
1.125,3.109
1.125,1.697
-999.0,1.699
-999.0,1.346
0.999,2.298
2.204,2.623
-999.0,2.37
-999.0,2.198
-999.0,2.197
1.317,-999.0
-999.0,1.46
-999.0,3.587
1.516,3.253
-999.0,3.261
2.322,3.24
-999.0,2.695
-999.0,1.934
1.354,2.143
1.354,2.687
1.125,2.147
-999.0,2.767
0.994,1.8
-999.0,-999.0
3.095,1.164
3.095,2.722
-999.0,2.714
-999.0,3.028
-999.0,2.883
-999.0,3.094
-999.0,2.896
-999.0,2.931
-999.0,3.293
-999.0,3.524
1.439,3.29
-999.0,1.315
-999.0,2.62
-999.0,2.959
1.125,2.426
-999.0,0.082
-999.0,0.321
-999.0,2.713
1.463,0.734
1.463,1.5
1.463,3.683
-999.0,1.858
3.47,3.157
1.923,2.766
2.318,-999.0
1.346,2.294
0.681,2.485
2.26,2.881
2.26,2.463
-999.0,0.701
-999.0,1.513
-999.0,2.217
1.125,1.758
-999.0,2.619
-999.0,2.66
1.782,3.427
1.463,3.419
1.463,3.67
-999.0,3.728
-999.0,2.143
3.811,3.563
-999.0,2.48
-999.0,-999.0
-999.0,2.448
-999.0,0.413
2.421,2.114
-999.0,-0.144
-999.0,2.61
-999.0,1.668
-999.0,3.817
2.687,3.634
2.598,4.23
1.968,3.988
1.433,2.423
1.745,2.02
2.269,3.469
0.945,2.893
-999.0,2.975
-999.0,-999.0
-999.0,0.8
-999.0,1.443
-999.0,1.648
-999.0,0.846
-999.0,0.153
0.734,1.81
-999.0,4.708
-999.0,4.359
1.034,3.196
1.034,3.32
1.536,4.139
1.745,2.993
2.655,3.568
2.636,2.734
1.687,1.623
-999.0,-999.0
1.778,1.541
-999.0,1.505
-999.0,1.553
-999.0,2.2
-999.0,1.522
-999.0,-999.0
-999.0,2.829
-999.0,3.645
-999.0,2.562
1.536,3.019
-999.0,1.958
2.655,2.45
1.784,1.805
-999.0,1.063
-999.0,0.955
0.315,0.731
0.569,2.779
-999.0,3.09
1.86,1.338
1.86,2.513
-999.0,3.42
-999.0,3.026
-999.0,2.199
-999.0,-999.0
0.619,0.734
-999.0,2.145
-999.0,2.991
-999.0,2.99
-999.0,-999.0
