obs,pred
2.593,4.944
3.45,4.089
4.901,3.533
5.002,4.421
4.783,4.213
5.472,4.184
4.797,3.984
4.405,4.878
4.629,5.481
4.746,3.991
4.578,3.696
4.721,5.411
4.667,4.664
4.268,4.239
3.968,3.455
4.096,4.051
4.83,-999.0
5.095,-999.0
4.576,-999.0
4.655,-999.0
4.062,-999.0
4.45,4.086
4.486,4.553
4.307,4.907
5.015,4.316
5.002,4.822
-999.0,3.738
4.293,4.032
4.756,4.708
5.555,4.299
4.739,4.367
4.537,4.434
4.184,4.912
4.866,5.147
4.136,5.357
5.142,3.659
4.559,4.347
5.03,4.823
5.262,-999.0
5.213,-999.0
4.905,-999.0
4.909,-999.0
4.481,4.745
5.055,4.297
4.952,4.661
5.074,4.773
5.018,4.099
4.899,4.416
4.096,4.596
4.096,4.511
5.506,4.492
5.233,4.64
4.93,4.757
4.519,4.604
5.026,4.385
-999.0,-999.0
3.308,5.183
4.787,4.668
-999.0,4.427
5.67,4.89
5.193,-999.0
5.071,-999.0
4.762,-999.0
4.446,-999.0
4.577,-999.0
5.202,4.388
4.735,4.02
4.885,4.163
5.013,5.315
4.861,3.289
4.155,3.919
4.184,4.034
4.323,4.234
5.032,4.121
5.186,3.953
5.027,3.909
4.821,3.965
4.673,3.801
4.943,4.162
-999.0,3.017
5.812,5.134
4.693,5.021
4.146,5.472
5.01,5.715
4.98,5.011
5.341,4.601
5.14,4.379
4.9,4.378
5.236,4.855
4.897,4.351
5.358,4.045
5.03,3.522
4.595,4.991
4.633,4.96
4.895,3.322
4.723,3.215
4.404,4.37
4.634,4.609
5.934,3.283
5.934,3.896
5.122,2.906
4.638,4.035
4.848,4.844
5.479,4.837
-999.0,4.678
5.341,3.872
4.909,5.244
4.668,4.841
4.35,4.627
4.408,4.739
4.869,4.688
5.238,5.033
4.733,3.444
4.801,3.797
4.546,3.344
4.539,3.161
4.271,3.364
4.573,3.813
5.161,4.372
5.722,3.041
5.326,3.506
4.638,2.665
4.979,4.45
5.135,4.539
4.75,5.328
4.972,4.889
4.979,4.711
5.505,4.686
6.166,3.362
4.42,4.379
5.071,4.672
5.73,3.57
4.54,3.257
4.477,3.583
4.306,3.029
4.889,2.98
5.11,4.044
5.191,2.853
5.215,2.201
5.36,4.33
4.062,4.503
3.815,3.05
3.359,3.33
3.945,3.947
4.097,4.935
5.1,5.025
5.059,4.955
5.281,4.057
4.825,3.596
4.825,3.175
7.379,3.837
7.379,2.972
4.349,3.541
4.335,3.675
4.692,2.657
5.236,3.156
5.5,3.738
5.407,4.06
5.36,3.159
5.36,4.474
-999.0,-999.0
2.849,3.52
3.054,3.191
3.961,4.367
4.711,5.368
4.754,5.031
5.071,4.97
-999.0,4.155
4.826,3.841
4.825,3.84
4.825,3.1
-999.0,3.955
-999.0,3.171
4.412,3.429
4.467,3.112
4.7,3.148
-999.0,3.25
5.02,3.111
5.118,4.277
-999.0,4.838
-999.0,4.794
0.576,1.199
2.245,1.836
3.463,4.347
1.196,1.67
3.971,3.689
3.841,4.227
1.991,1.506
3.878,4.643
3.878,3.618
4.096,4.391
4.532,2.725
4.516,3.15
4.489,3.001
-999.0,2.724
4.395,2.728
5.097,3.826
4.569,4.087
-999.0,4.323
-999.0,4.313
-999.0,4.635
0.576,1.17
0.576,1.27
0.576,1.664
1.425,1.184
0.576,1.95
0.576,2.16
3.437,4.089
3.829,4.251
4.156,4.322
4.532,4.205
5.323,3.41
5.323,3.609
-999.0,4.202
5.915,2.893
5.525,4.182
5.092,4.894
-999.0,4.482
-999.0,3.979
-999.0,5.266
0.576,1.914
0.576,1.283
0.576,0.985
0.576,2.238
0.576,3.206
1.427,2.424
4.039,5.165
4.163,5.305
5.033,4.781
5.323,4.899
5.323,3.005
-999.0,3.96
-999.0,3.664
4.375,4.353
5.792,4.172
5.792,4.322
5.497,4.29
-999.0,5.322
-999.0,3.787
0.576,0.96
0.576,1.412
0.576,1.883
0.576,3.566
0.576,3.981
2.564,3.252
4.43,5.156
5.323,5.252
3.74,4.195
4.7,3.954
4.7,3.539
4.089,3.193
4.089,3.761
5.78,3.134
5.332,4.916
4.901,4.309
3.523,2.523
3.879,1.619
0.576,1.598
1.235,2.466
1.235,2.949
4.1,4.136
4.302,4.952
2.158,5.498
0.576,2.301
1.845,2.553
4.409,4.178
3.85,3.901
3.068,4.057
3.931,4.002
4.739,3.536
3.795,3.108
3.061,2.999
4.106,2.165
4.153,2.58
3.835,3.492
2.423,1.492
4.39,4.521
4.044,4.775
3.798,4.313
0.576,3.122
0.576,1.77
0.576,2.104
0.576,2.005
1.659,3.224
0.901,2.356
2.207,1.266
4.431,3.776
4.938,3.1
3.187,3.252
3.159,3.013
3.587,2.81
-999.0,4.87
4.806,4.965
-999.0,3.194
3.988,4.279
4.301,4.524
1.92,2.079
0.576,3.884
0.576,1.567
0.576,1.976
0.576,2.507
1.294,1.39
0.576,0.856
1.101,1.356
4.783,3.508
4.434,3.065
4.323,2.758
4.429,4.673
4.479,4.744
-999.0,5.184
5.016,5.15
5.126,5.332
1.328,1.418
0.576,1.226
0.576,4.055
0.576,1.512
0.887,2.428
3.259,3.819
5.481,5.198
3.151,2.254
4.287,3.632
4.402,2.692
4.97,3.964
5.365,4.368
4.845,4.665
3.93,5.279
5.016,4.187
5.523,5.258
-999.0,3.088
0.576,2.058
0.576,1.647
0.576,1.548
2.329,2.648
4.939,4.539
5.177,4.433
4.463,5.154
4.217,3.243
4.845,3.143
5.02,4.389
5.231,3.376
5.396,3.911
5.161,4.828
4.85,4.829
5.475,3.874
-999.0,1.765
4.256,4.536
2.784,4.017
0.576,2.034
0.576,1.609
3.24,2.88
5.203,4.686
5.095,4.277
4.766,5.455
4.225,3.45
4.952,3.465
4.841,4.813
4.777,3.51
5.2,4.403
4.417,4.105
4.064,4.039
5.204,5.092
5.274,4.743
-999.0,2.829
-999.0,2.08
-999.0,2.425
5.29,4.452
5.29,3.658
4.942,3.932
3.979,4.808
0.576,2.519
0.576,1.892
0.861,1.78
4.985,4.34
4.955,5.395
5.262,5.157
4.89,4.802
4.847,4.343
4.469,4.422
4.126,3.92
3.994,3.993
3.95,4.226
4.052,3.771
4.924,3.66
5.012,5.458
-999.0,5.034
4.895,4.366
4.895,3.379
5.09,3.289
5.276,3.491
5.392,5.076
5.41,4.516
5.068,4.756
0.576,4.805
0.576,1.086
0.576,3.795
4.87,3.713
4.725,4.961
4.672,5.108
4.785,4.442
4.286,5.288
4.08,4.183
3.95,3.045
4.036,3.899
4.178,4.054
4.471,4.189
4.178,5.051
4.526,4.562
4.873,4.36
4.108,4.257
4.776,4.983
-999.0,4.293
5.09,4.663
5.09,5.164
5.106,3.655
4.592,4.105
5.347,3.768
4.992,4.43
4.176,2.559
-999.0,2.593
-999.0,3.823
-999.0,4.002
4.885,4.814
5.63,5.518
4.638,5.288
3.926,1.107
-999.0,2.941
-999.0,4.584
-999.0,3.374
5.28,3.89
4.877,3.744
5.017,4.45
4.814,4.678
5.269,5.157
5.277,5.441
5.943,5.586
5.32,4.682
-999.0,-999.0
5.09,3.505
5.09,2.984
5.09,2.696
-999.0,2.013
3.632,1.729
2.0,1.027
-999.0,1.928
6.688,5.283
4.48,5.699
4.687,5.85
-999.0,2.961
7.009,4.107
3.771,5.284
-999.0,3.597
4.504,3.529
4.971,3.565
5.259,4.734
5.263,4.88
5.614,5.389
5.825,5.006
5.502,5.207
5.284,4.614
-999.0,3.134
3.467,3.367
3.957,3.067
5.047,3.672
3.224,2.234
5.143,4.135
5.109,4.538
5.109,3.616
5.066,4.761
4.527,4.65
4.03,4.791
4.954,5.372
5.89,5.367
5.117,4.608
4.205,5.428
-999.0,4.878
-999.0,3.699
4.926,4.19
5.199,4.471
5.263,4.485
5.272,5.435
4.232,5.701
5.156,5.717
5.673,5.742
5.733,4.35
3.467,2.888
2.639,3.704
3.544,0.952
5.032,1.809
4.453,4.859
5.35,4.541
5.109,5.38
4.271,4.179
4.904,5.246
2.683,4.997
4.17,4.743
4.775,4.832
4.68,5.667
4.567,5.179
-999.0,4.152
4.982,2.797
4.949,3.966
5.104,3.406
5.297,4.258
5.072,5.193
4.968,5.142
5.579,5.661
5.877,5.399
5.516,5.526
3.053,4.721
1.311,1.169
2.083,2.559
3.815,3.324
3.936,3.133
5.408,4.92
5.198,4.768
4.03,4.571
4.782,4.386
4.782,5.289
5.543,5.345
5.543,5.452
4.611,5.618
4.557,5.478
5.396,5.164
4.771,3.952
3.927,3.298
4.968,3.202
5.074,4.106
5.716,4.284
5.773,5.349
4.837,5.583
5.454,5.778
-999.0,5.793
4.281,5.114
5.382,2.875
5.107,4.297
4.659,3.847
5.198,1.799
5.228,3.444
5.198,3.37
5.198,3.514
4.971,3.863
5.612,5.244
5.651,5.376
5.511,5.215
5.511,5.827
6.046,5.68
4.455,5.426
5.536,5.07
3.927,4.707
3.927,3.157
4.821,3.441
4.824,4.666
5.023,4.691
5.502,5.087
5.108,5.63
5.031,3.766
4.391,5.53
4.281,3.721
4.281,3.219
3.866,3.039
-999.0,4.366
5.013,3.272
4.944,4.535
5.08,3.426
-999.0,3.881
-999.0,3.393
5.811,4.99
5.811,4.173
5.53,3.783
5.631,5.669
5.956,5.794
6.024,5.381
5.684,5.394
4.941,4.738
3.927,3.909
4.357,2.759
4.554,3.634
-999.0,4.8
5.502,4.961
5.502,5.577
-999.0,1.36
4.557,4.293
4.557,4.57
-999.0,3.277
-999.0,-999.0
-999.0,4.52
4.983,4.202
5.151,3.273
5.192,4.313
5.323,4.152
-999.0,3.656
-999.0,3.803
-999.0,4.576
5.271,4.367
5.553,5.444
5.207,5.522
6.319,5.203
5.597,4.735
5.31,4.653
4.091,4.235
4.242,3.951
4.743,2.545
5.366,4.472
5.495,4.879
5.687,4.165
-999.0,1.395
4.557,1.031
4.557,5.822
5.539,5.314
5.38,5.555
4.924,4.465
4.924,3.741
5.202,3.623
4.811,4.58
5.305,4.143
-999.0,3.822
-999.0,3.415
5.271,4.646
5.271,5.521
5.8,5.394
4.971,5.024
6.597,5.253
5.551,4.83
5.534,4.867
5.377,5.081
4.076,3.468
-999.0,1.937
5.138,2.494
5.555,4.397
5.861,4.293
3.405,2.5
3.778,5.145
5.959,5.794
5.508,5.584
5.676,5.07
-999.0,3.651
-999.0,4.526
5.448,4.444
5.378,4.276
3.972,4.279
4.095,3.227
5.271,5.604
5.271,5.601
5.589,4.958
6.682,5.289
6.491,4.936
5.374,5.139
5.335,5.335
4.56,4.786
4.687,1.717
-999.0,1.999
-999.0,3.112
5.515,5.222
4.881,5.327
7.28,4.876
5.99,5.644
5.308,5.077
4.67,4.627
4.493,4.223
-999.0,5.258
-999.0,5.136
-999.0,3.408
4.404,3.513
5.306,4.951
5.694,5.222
5.594,5.422
6.045,5.505
6.562,5.309
6.551,4.892
5.227,5.205
4.963,4.96
4.755,4.07
4.891,4.964
4.948,5.022
5.114,5.374
5.091,5.513
5.689,5.138
4.842,5.74
5.079,5.15
4.493,4.759
4.493,4.74
4.493,4.545
-999.0,4.894
5.27,3.188
5.27,4.594
5.068,4.466
3.982,4.2
4.687,3.634
5.948,5.423
4.995,5.764
5.128,4.291
4.749,4.111
5.395,4.909
5.113,5.122
5.247,4.873
5.282,5.024
5.119,5.248
5.182,5.141
4.925,5.634
4.844,5.783
4.599,4.853
4.493,4.581
5.478,4.58
-999.0,-999.0
-999.0,2.585
-999.0,2.077
-999.0,3.638
4.933,3.914
4.959,4.014
4.688,3.145
3.541,2.155
-999.0,3.478
5.044,4.333
4.328,5.658
4.179,4.997
4.17,4.775
4.407,5.068
4.942,4.865
5.388,4.967
5.608,5.175
5.322,5.448
5.445,5.172
4.652,5.501
4.64,5.113
5.485,5.303
5.823,5.158
6.978,5.017
-999.0,0.618
-999.0,0.406
4.319,3.185
4.626,4.438
4.933,3.562
4.933,3.987
4.933,4.387
5.893,5.094
4.938,5.424
4.651,4.983
4.622,4.897
5.193,5.034
4.974,4.798
5.051,5.18
5.444,4.962
4.008,4.285
5.476,5.717
4.75,5.274
4.64,5.383
5.582,5.253
4.051,4.848
0.288,3.381
4.319,3.195
-999.0,3.514
5.073,2.287
5.547,3.593
5.174,3.98
4.833,3.971
4.86,5.072
5.31,5.122
5.408,5.489
5.787,5.168
6.665,5.066
6.813,4.484
5.664,4.755
4.12,4.93
0.288,2.334
0.288,2.094
2.125,2.923
0.876,2.841
1.158,2.834
2.482,2.831
1.18,2.467
0.288,2.157
0.288,2.511
-999.0,4.201
-999.0,3.36
5.284,2.494
5.304,5.1
5.081,5.135
5.339,5.243
5.565,5.479
5.573,5.706
7.461,5.365
7.067,5.114
6.861,4.877
6.402,5.113
0.999,1.358
0.288,1.979
0.288,1.545
0.288,2.247
0.288,2.127
0.288,1.137
0.288,1.808
0.288,1.861
0.288,2.644
0.288,2.511
0.288,1.944
3.746,1.949
5.248,3.71
5.116,3.82
5.749,4.077
5.729,5.643
5.7,5.128
6.843,3.558
5.162,5.775
5.244,5.495
5.186,5.477
2.492,3.02
0.288,1.472
0.288,1.317
0.288,1.249
0.288,2.322
0.288,1.041
0.288,2.078
0.288,1.839
0.288,2.463
0.288,2.795
0.288,2.441
3.746,0.791
3.944,4.445
5.846,5.061
6.014,4.922
5.797,4.319
4.917,5.271
6.225,4.244
7.108,5.337
5.468,5.027
5.479,5.08
6.287,4.876
0.863,0.882
0.288,1.678
0.288,2.207
0.288,0.595
0.288,0.992
0.288,1.078
0.288,0.797
0.288,1.029
0.288,2.428
4.141,4.75
4.06,2.419
4.607,4.465
5.17,4.746
6.079,4.707
6.324,4.074
5.558,3.062
7.778,3.454
6.226,5.281
5.574,5.042
5.451,4.991
4.8,5.017
4.239,3.13
0.288,1.203
0.288,2.458
0.288,1.018
0.288,1.03
0.288,2.001
0.288,1.282
0.288,1.344
0.288,2.039
1.144,1.505
0.288,2.123
4.907,4.582
5.573,5.699
5.994,5.147
6.563,5.437
-999.0,3.839
6.394,4.848
6.984,5.252
6.008,4.995
5.141,5.514
5.863,5.075
5.441,4.898
2.195,2.792
0.288,1.61
0.288,1.918
0.288,1.492
0.288,2.076
0.288,2.094
0.288,1.984
0.288,1.59
0.696,1.42
3.732,4.111
3.35,3.017
4.724,4.226
6.291,5.385
5.577,4.892
5.112,4.29
5.855,2.722
-999.0,-999.0
6.312,3.736
6.225,5.277
5.097,5.061
6.008,4.714
6.308,5.347
6.18,5.946
0.661,1.936
0.288,2.097
0.288,1.346
0.288,1.981
0.288,1.608
0.288,1.628
0.288,1.997
2.201,2.527
1.053,1.737
0.288,4.068
0.288,-999.0
-999.0,3.351
5.495,3.621
5.24,4.377
5.155,3.721
6.46,5.116
5.858,5.114
5.092,4.619
5.801,5.498
5.719,5.247
5.754,5.53
4.257,4.085
0.288,2.528
0.288,1.262
0.288,1.342
0.288,1.712
0.288,1.691
0.288,3.718
0.288,1.886
0.288,4.4
0.288,1.773
-999.0,-999.0
-999.0,2.642
5.897,3.478
5.323,4.653
5.507,4.622
6.185,5.159
7.073,5.32
6.972,4.913
5.584,5.31
5.678,5.283
6.09,4.064
6.44,5.874
1.839,3.18
0.288,1.631
0.288,1.926
0.288,1.753
0.288,1.641
0.288,1.479
0.288,1.409
0.288,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.62,3.786
5.471,3.976
5.372,4.806
5.72,4.329
5.848,5.487
6.545,5.477
-999.0,3.351
5.842,5.765
5.875,5.304
6.28,3.891
6.165,4.533
5.097,4.63
1.403,2.234
4.05,4.385
0.885,2.75
0.288,2.268
0.288,1.79
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.175,3.509
5.471,4.529
5.62,4.674
5.88,4.769
5.624,4.008
5.499,5.468
5.874,5.244
5.254,5.302
5.205,5.449
4.928,5.644
4.635,5.12
4.468,5.26
0.288,3.337
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
4.843,4.729
6.042,5.332
5.175,4.609
-999.0,3.481
5.734,5.105
5.313,4.58
5.291,5.173
5.354,5.011
5.306,5.427
5.485,5.851
5.935,5.437
5.087,4.788
4.82,4.706
5.517,4.512
5.23,5.765
5.393,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.577,5.443
6.048,5.468
-999.0,3.244
5.577,3.246
5.667,5.216
5.976,5.479
5.518,5.32
5.347,5.501
5.348,5.213
5.33,4.647
5.043,4.406
5.223,4.851
5.267,5.251
4.97,5.729
5.393,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.416,5.172
5.78,5.568
5.442,5.317
-999.0,-999.0
5.358,4.069
5.385,4.668
5.31,3.772
-999.0,3.812
5.681,4.398
5.644,4.901
5.445,5.276
5.349,5.431
5.103,5.519
5.13,5.615
5.229,5.483
-999.0,-999.0
5.72,-999.0
5.72,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,4.888
5.59,5.378
5.826,5.554
5.389,5.871
-999.0,2.775
-999.0,-999.0
5.433,3.101
5.515,4.23
6.518,4.521
5.545,3.45
5.545,5.018
5.589,5.268
5.589,4.423
5.091,4.749
5.158,4.591
5.251,5.689
5.194,5.911
5.421,5.85
-999.0,-999.0
-999.0,-999.0
-999.0,5.12
5.851,5.388
5.851,5.576
5.998,5.428
5.838,5.694
5.734,4.209
-999.0,0.93
3.161,2.482
-999.0,3.312
-999.0,4.298
6.136,5.276
6.065,4.939
5.358,5.129
5.358,5.716
5.245,5.634
5.098,5.528
4.973,5.436
5.352,-999.0
5.194,-999.0
5.194,4.547
-999.0,4.385
-999.0,4.359
5.05,4.989
5.824,5.246
5.427,5.618
4.883,5.477
4.775,2.691
4.775,3.839
4.775,4.951
5.393,4.938
4.721,5.072
4.721,5.491
4.653,5.537
4.895,4.876
5.188,5.839
5.259,5.315
5.213,4.933
5.194,-999.0
-999.0,-999.0
-999.0,4.344
5.755,3.298
5.755,4.995
4.883,4.919
-999.0,2.192
-999.0,3.677
-999.0,3.7
4.083,3.36
4.083,2.829
4.267,5.632
4.448,4.62
4.863,4.446
6.176,-999.0
5.724,4.984
5.269,4.799
-999.0,-999.0
-999.0,5.142
-999.0,5.172
5.755,3.254
5.755,3.76
4.831,4.338
5.041,5.028
5.512,4.203
4.877,5.088
4.083,2.739
-999.0,4.062
-999.0,5.799
3.631,5.59
6.329,5.505
5.809,4.941
5.356,5.264
5.438,5.392
5.463,4.469
-999.0,-999.0
-999.0,3.949
-999.0,3.27
-999.0,-999.0
-999.0,3.954
5.051,5.187
5.051,5.187
5.312,5.195
5.256,5.363
-999.0,-999.0
5.512,4.539
-999.0,1.618
3.744,1.835
-999.0,4.454
-999.0,5.773
-999.0,5.235
5.786,5.889
-999.0,5.284
-999.0,5.462
-999.0,4.363
3.922,4.33
-999.0,2.859
-999.0,1.202
-999.0,-999.0
-999.0,-999.0
5.075,5.859
5.339,5.613
5.555,5.716
5.724,5.44
-999.0,3.211
-999.0,4.194
3.744,3.446
-999.0,2.474
-999.0,4.255
-999.0,4.852
-999.0,5.25
-999.0,5.776
-999.0,5.502
-999.0,5.498
3.922,4.82
3.922,2.278
-999.0,0.684
-999.0,1.039
-999.0,1.537
4.975,1.345
5.087,5.914
5.617,5.714
5.873,3.563
5.873,1.832
-999.0,4.537
3.744,4.925
-999.0,5.655
-999.0,3.418
-999.0,4.766
-999.0,5.606
-999.0,5.585
-999.0,5.402
-999.0,5.031
4.402,5.395
4.722,4.742
5.118,2.815
-999.0,1.278
-999.0,0.587
-999.0,1.487
5.103,3.411
4.474,5.268
5.197,5.558
4.858,5.118
-999.0,-999.0
-999.0,2.779
-999.0,4.208
-999.0,2.217
5.162,1.457
5.162,5.039
-999.0,5.285
-999.0,5.605
5.009,4.774
5.009,4.331
4.373,5.334
5.215,3.804
4.955,2.58
-999.0,-999.0
-999.0,2.423
4.075,3.091
4.324,4.433
5.752,4.732
6.042,5.472
6.16,5.259
-999.0,1.182
-999.0,0.515
-999.0,1.249
5.162,3.378
-999.0,4.498
-999.0,2.782
4.229,5.66
4.619,5.889
4.662,5.394
5.645,3.582
5.877,1.181
-999.0,1.286
4.075,1.94
4.075,4.103
4.075,2.191
5.137,3.453
5.226,4.323
6.183,5.258
3.942,-999.0
-999.0,2.642
-999.0,2.652
-999.0,0.819
-999.0,0.802
-999.0,2.15
-999.0,1.028
4.489,1.675
4.49,4.404
4.373,1.55
-999.0,1.314
-999.0,1.089
-999.0,2.788
4.732,1.618
4.732,4.739
5.015,5.229
5.417,5.001
5.323,4.912
2.787,-999.0
-999.0,3.789
-999.0,1.364
-999.0,1.542
-999.0,0.703
4.165,1.303
-999.0,0.309
-999.0,1.65
5.82,4.994
5.402,3.932
4.562,3.065
4.707,5.254
4.7,5.561
6.379,5.135
5.842,5.399
5.578,5.546
5.715,-999.0
-999.0,2.785
-999.0,1.755
-999.0,0.861
-999.0,1.265
-999.0,1.895
-999.0,3.083
5.961,0.821
5.267,3.918
5.112,4.828
4.9,4.368
-999.0,4.859
-999.0,5.393
6.075,4.328
-999.0,5.412
4.939,5.206
5.249,-999.0
-999.0,4.41
-999.0,1.784
-999.0,1.358
-999.0,2.498
-999.0,0.742
-999.0,-999.0
5.112,0.939
5.112,1.675
5.112,2.311
-999.0,4.685
-999.0,4.78
-999.0,3.379
-999.0,5.685
-999.0,1.432
-999.0,2.794
-999.0,1.92
-999.0,3.539
-999.0,1.097
-999.0,2.809
-999.0,2.682
-999.0,1.916
-999.0,0.848
-999.0,0.647
-999.0,-999.0
-999.0,2.858
-999.0,2.804
-999.0,2.44
-999.0,0.992
-999.0,-999.0
