obs,pred
1.592,4.345
1.589,4.292
1.756,4.427
4.616,4.247
-999.0,4.247
-999.0,4.691
2.227,5.009
2.227,4.33
-999.0,3.909
1.366,4.889
-999.0,4.966
4.328,4.468
-999.0,3.907
3.448,3.576
-999.0,2.324
-999.0,-999.0
3.389,4.916
3.241,4.768
3.241,4.646
2.248,4.656
3.468,4.487
2.274,4.186
3.059,4.371
3.059,4.408
-999.0,3.787
3.891,4.446
3.613,4.435
-999.0,4.029
-999.0,4.73
2.26,4.866
3.171,5.373
3.326,4.321
-999.0,3.926
-999.0,4.993
-999.0,4.606
-999.0,3.351
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,4.463
3.241,5.157
1.537,5.01
3.468,4.467
3.468,4.138
-999.0,4.251
3.059,4.396
4.591,4.028
3.613,4.319
3.613,4.455
3.107,4.389
-999.0,4.144
1.945,4.972
3.461,4.798
1.945,4.306
3.299,4.461
-999.0,3.869
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,4.986
1.314,4.473
1.314,5.153
2.908,4.704
3.413,4.201
-999.0,3.747
4.591,3.901
4.591,4.143
3.814,4.53
3.107,4.807
4.453,4.25
3.272,3.899
-999.0,4.664
1.945,4.665
2.413,4.278
2.785,4.447
-999.0,3.954
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,5.242
2.034,4.616
1.681,4.352
2.908,4.606
1.314,4.287
3.828,4.097
3.879,4.477
3.879,4.569
4.453,4.475
4.444,4.641
3.272,4.101
3.272,4.501
1.559,4.19
3.579,-999.0
2.295,5.512
-999.0,4.96
3.197,4.574
3.197,4.854
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
3.174,3.834
3.174,4.534
2.568,4.199
4.391,4.033
2.961,4.064
3.775,4.781
3.775,4.905
3.775,4.396
3.68,4.558
3.176,4.38
1.559,3.923
3.579,4.23
2.274,4.197
-999.0,3.837
3.197,3.822
3.197,4.603
-999.0,3.712
-999.0,3.638
2.339,4.374
-999.0,4.578
4.004,4.454
4.666,3.994
2.568,5.07
2.568,4.772
4.391,4.356
3.496,4.795
3.496,4.324
4.603,4.793
4.603,4.575
3.176,4.311
3.68,4.627
1.718,4.017
-999.0,4.452
3.627,4.866
3.735,4.966
2.785,3.545
3.197,4.508
2.61,4.316
2.339,4.572
2.339,4.683
-999.0,4.092
4.666,4.172
2.994,4.412
1.95,4.112
1.95,5.252
2.708,4.934
-999.0,4.898
4.925,4.342
1.503,4.415
1.503,4.744
1.503,4.182
3.414,4.41
3.596,4.249
3.627,4.167
3.735,4.923
3.025,3.861
2.61,5.21
-999.0,4.342
4.455,5.006
2.271,4.58
2.271,4.809
2.271,4.621
2.779,4.741
2.779,4.822
3.056,4.378
2.994,4.674
4.925,4.157
1.503,4.67
2.994,4.629
3.06,3.931
4.24,4.362
3.627,4.358
3.025,3.697
2.674,3.92
3.025,3.643
-999.0,3.949
2.675,4.322
-999.0,4.671
2.684,4.759
2.684,4.588
2.271,4.542
3.641,4.849
3.175,4.372
2.779,4.841
3.056,4.46
2.994,5.143
6.436,4.932
3.06,4.608
-999.0,4.7
2.645,4.625
2.645,4.234
2.876,4.179
-999.0,3.429
3.025,3.831
3.196,3.8
-999.0,-999.0
2.675,4.595
-999.0,4.108
4.42,4.212
4.42,4.281
4.336,4.13
3.72,4.863
2.81,4.61
3.056,4.084
3.831,5.296
4.006,4.822
1.883,4.443
1.883,4.327
4.53,4.588
2.645,4.736
3.252,4.404
3.025,4.029
3.492,3.717
-999.0,3.774
-999.0,4.018
-999.0,4.367
2.955,4.229
-999.0,4.542
4.336,4.798
2.374,4.909
2.81,4.616
2.035,4.095
3.715,3.991
4.006,4.846
1.944,4.424
1.883,4.066
2.629,4.589
-999.0,4.485
3.143,5.064
3.579,5.015
3.408,3.936
3.492,4.538
-999.0,4.355
-999.0,4.054
-999.0,4.159
3.196,4.429
2.384,4.477
2.374,3.548
2.374,5.14
-999.0,4.817
2.421,4.456
3.788,4.701
1.944,4.218
-999.0,4.411
3.057,4.066
-999.0,4.519
-999.0,4.42
3.579,4.034
3.579,4.678
2.287,4.628
3.492,4.649
4.249,4.344
3.196,4.186
3.196,4.349
3.037,4.287
3.508,3.707
-999.0,4.435
1.597,4.687
4.012,4.398
3.229,4.832
3.229,4.444
-999.0,4.562
-999.0,4.709
3.336,4.83
3.336,4.644
2.74,3.884
3.189,4.42
2.342,4.349
4.249,4.672
2.319,4.315
2.319,3.647
3.912,4.752
3.037,4.659
-999.0,4.221
-999.0,3.987
1.845,4.638
1.294,5.227
4.958,4.642
3.033,4.168
-999.0,4.341
3.336,4.926
2.744,4.905
-999.0,4.724
-999.0,3.948
2.342,4.154
2.817,4.77
3.996,4.594
2.319,4.3
4.241,4.643
-999.0,4.065
1.156,3.767
2.872,4.441
1.294,4.398
1.294,5.632
2.971,4.51
3.87,4.764
3.559,4.715
2.744,4.594
3.073,3.995
2.342,4.039
-999.0,4.178
-999.0,4.039
3.764,4.332
2.126,5.003
-999.0,4.423
1.955,4.073
1.955,4.147
3.363,3.194
2.423,3.535
3.157,3.923
-999.0,3.905
4.459,4.43
3.257,4.335
3.814,4.043
0.173,3.232
3.765,2.899
0.173,3.305
2.5,3.262
2.054,3.82
-999.0,3.274
0.173,3.658
2.282,5.111
3.32,4.545
1.955,4.233
1.955,3.785
3.438,3.908
3.414,3.908
4.796,3.783
4.607,3.979
3.01,3.721
3.01,3.946
0.173,4.068
0.173,2.564
0.173,3.124
2.5,2.546
2.5,3.453
0.173,2.686
0.173,2.729
1.558,3.642
4.373,3.683
4.124,3.853
-999.0,3.827
1.861,4.901
1.861,4.043
4.607,4.493
4.035,4.601
-999.0,4.713
0.173,3.594
0.173,2.857
0.173,2.294
0.173,2.655
0.173,2.472
2.267,3.533
2.267,4.808
3.081,4.406
-999.0,3.991
-999.0,3.171
1.689,4.245
1.689,4.437
-999.0,4.242
1.764,4.481
3.091,4.323
4.912,4.664
5.256,4.177
0.173,2.848
0.173,3.331
0.173,2.732
0.173,3.554
-999.0,3.855
2.267,4.402
-999.0,4.321
-999.0,4.059
3.49,4.295
3.49,3.961
1.689,3.576
1.689,4.414
-999.0,4.504
-999.0,4.381
3.338,4.32
4.456,4.606
2.986,3.873
-999.0,4.29
0.173,2.614
0.173,2.785
-999.0,3.753
1.883,4.771
1.883,4.507
-999.0,3.893
3.482,5.33
3.326,3.876
-999.0,4.188
-999.0,3.76
-999.0,4.54
2.92,4.961
3.346,3.943
-999.0,3.809
3.195,4.597
2.142,4.874
3.891,4.871
3.778,4.988
3.741,4.988
3.741,4.255
-999.0,4.005
3.186,4.26
0.173,3.059
0.173,2.839
0.173,3.585
3.559,4.715
-999.0,4.851
3.482,3.972
3.407,4.834
3.407,4.816
3.89,4.27
-999.0,4.429
-999.0,4.477
2.92,4.882
2.92,4.456
2.828,4.065
4.349,3.554
4.349,4.643
3.778,4.782
3.778,4.754
1.223,4.599
3.741,3.933
3.741,4.16
-999.0,3.693
-999.0,3.93
-999.0,4.194
0.173,3.667
-999.0,3.213
-999.0,3.876
-999.0,4.745
-999.0,4.02
2.984,3.58
2.984,4.549
-999.0,4.027
2.969,4.731
2.969,4.567
2.969,4.954
2.969,4.187
-999.0,4.295
1.995,4.647
3.568,4.799
3.568,4.442
-999.0,4.452
-999.0,4.102
-999.0,4.702
-999.0,4.576
-999.0,4.369
3.465,4.504
3.912,3.591
2.333,3.844
2.17,4.281
2.17,3.785
-999.0,3.402
-999.0,3.135
-999.0,5.046
0.92,4.938
0.92,4.008
-999.0,4.064
-999.0,3.313
2.969,4.691
2.969,4.978
2.969,4.828
2.969,4.814
3.985,4.717
1.995,4.87
4.336,4.113
1.94,4.633
3.292,4.429
-999.0,5.018
-999.0,-999.0
-999.0,3.751
-999.0,4.333
4.668,4.418
1.995,3.277
-999.0,4.039
1.382,4.823
2.17,4.259
-999.0,4.291
1.01,4.912
-999.0,4.311
-999.0,3.577
-999.0,3.901
-999.0,4.39
2.969,4.319
2.969,4.086
2.969,4.973
4.362,4.822
3.985,4.522
-999.0,4.695
-999.0,4.368
-999.0,4.88
-999.0,4.888
4.668,4.322
4.668,4.295
2.305,4.469
2.981,4.285
2.384,4.152
3.723,4.208
3.723,4.353
2.17,4.08
1.935,5.043
-999.0,4.915
-999.0,4.615
-999.0,4.617
-999.0,4.054
-999.0,3.679
-999.0,3.655
2.969,4.677
3.523,4.909
3.607,4.59
3.785,4.757
3.985,4.696
3.874,5.021
3.961,5.044
3.179,4.948
3.179,5.106
2.792,4.934
1.338,3.952
1.338,4.214
-999.0,4.14
3.592,4.802
3.592,4.628
3.491,4.814
-999.0,4.296
2.877,4.131
-999.0,4.753
-999.0,4.501
2.416,4.599
-999.0,4.026
-999.0,3.672
-999.0,4.621
-999.0,4.671
2.969,5.494
2.969,4.626
3.834,4.729
3.834,5.032
3.717,4.722
3.674,4.896
2.792,4.758
2.792,5.192
2.968,4.459
1.338,2.772
3.387,3.568
3.387,4.675
3.586,4.418
-999.0,4.09
-999.0,4.314
-999.0,4.152
-999.0,3.77
-999.0,4.46
1.963,4.355
3.751,4.417
2.337,3.922
-999.0,4.099
-999.0,5.155
-999.0,4.626
2.969,4.697
2.223,4.54
-999.0,4.487
-999.0,4.618
-999.0,4.622
2.732,4.583
3.415,4.19
2.121,4.979
2.121,4.683
2.424,4.92
3.387,3.913
2.978,4.319
-999.0,4.599
-999.0,4.165
-999.0,3.992
-999.0,4.724
-999.0,4.44
-999.0,5.107
1.855,5.119
1.855,5.027
-999.0,4.749
-999.0,4.677
-999.0,4.045
-999.0,4.558
-999.0,4.485
2.223,4.225
2.223,4.089
0.798,4.28
3.083,4.763
2.147,4.861
2.718,4.101
0.798,4.489
3.415,4.143
2.078,4.844
2.078,5.17
2.078,3.137
-999.0,4.625
-999.0,4.858
-999.0,4.477
2.962,4.437
-999.0,4.614
-999.0,4.514
4.36,4.531
1.855,4.486
-999.0,4.687
-999.0,4.878
-999.0,5.274
2.247,4.865
-999.0,4.513
-999.0,4.418
-999.0,4.245
-999.0,4.818
1.35,3.904
3.029,3.7
5.374,3.983
5.374,3.607
2.222,5.544
0.798,3.592
3.054,4.233
0.798,4.2
-999.0,4.305
-999.0,-999.0
-999.0,4.536
2.962,4.454
-999.0,4.586
-999.0,4.532
4.36,4.071
-999.0,4.121
-999.0,3.645
2.247,4.522
2.247,4.81
2.247,4.835
-999.0,4.344
-999.0,4.963
-999.0,4.942
-999.0,4.878
-999.0,4.256
-999.0,3.639
1.35,3.463
5.374,3.849
5.374,4.574
0.798,4.367
0.798,3.699
0.798,3.99
3.044,4.759
1.995,4.719
2.866,4.339
2.962,4.597
2.962,4.494
-999.0,3.683
-999.0,4.214
-999.0,4.125
-999.0,3.91
-999.0,4.382
2.247,4.811
-999.0,4.557
-999.0,4.375
-999.0,4.646
-999.0,5.048
-999.0,4.506
-999.0,4.704
3.489,3.948
-999.0,3.595
1.326,4.625
1.326,4.337
2.53,4.409
2.147,4.429
-999.0,3.84
3.044,4.473
3.044,5.019
2.218,4.952
2.218,4.697
-999.0,5.16
-999.0,4.473
-999.0,4.244
-999.0,4.886
-999.0,3.89
-999.0,4.287
-999.0,4.394
-999.0,5.044
-999.0,4.207
-999.0,4.331
-999.0,4.473
3.547,3.994
-999.0,4.582
-999.0,4.539
1.326,4.325
1.326,4.548
0.798,3.887
1.754,4.131
-999.0,4.423
-999.0,4.372
-999.0,4.29
2.468,4.701
-999.0,4.739
-999.0,4.754
-999.0,4.27
-999.0,4.229
-999.0,3.996
2.242,4.286
-999.0,3.718
2.382,4.435
2.382,4.309
-999.0,4.235
3.978,4.57
3.978,3.549
3.071,3.936
-999.0,4.077
-999.0,4.423
-999.0,4.4
1.869,4.149
2.147,4.496
2.147,4.285
1.859,3.786
3.662,4.396
-999.0,4.591
-999.0,5.053
-999.0,4.436
-999.0,4.871
-999.0,4.371
-999.0,4.487
2.242,4.019
2.382,3.794
-999.0,4.149
-999.0,3.741
-999.0,4.319
-999.0,4.88
3.071,3.876
-999.0,4.68
2.1,4.3
2.777,4.878
2.777,4.508
2.147,4.189
2.147,4.12
2.632,4.744
1.859,4.478
4.0,4.622
-999.0,4.005
-999.0,5.089
-999.0,4.497
-999.0,-999.0
-999.0,4.153
-999.0,4.041
-999.0,3.767
-999.0,4.824
-999.0,4.786
-999.0,4.57
-999.0,3.206
-999.0,4.88
-999.0,4.477
2.018,4.595
-999.0,4.955
1.3,4.645
1.3,4.393
3.836,3.925
-999.0,3.641
-999.0,3.977
2.632,4.794
-999.0,4.416
-999.0,4.599
1.83,4.277
2.442,5.539
1.739,4.806
-999.0,4.735
-999.0,4.888
-999.0,3.148
-999.0,4.176
-999.0,4.883
-999.0,4.717
-999.0,4.203
-999.0,2.972
1.908,4.984
-999.0,5.029
-999.0,4.618
-999.0,4.789
-999.0,4.359
-999.0,4.295
-999.0,4.193
3.891,4.359
2.723,4.649
-999.0,4.809
2.057,4.444
2.057,4.371
-999.0,4.379
-999.0,4.401
0.23,2.851
-999.0,3.996
-999.0,3.694
-999.0,4.693
-999.0,4.656
-999.0,3.275
-999.0,3.797
-999.0,4.751
-999.0,4.912
-999.0,4.691
-999.0,4.944
-999.0,4.387
-999.0,4.068
-999.0,4.529
2.07,4.773
2.239,4.505
2.115,4.945
1.786,5.283
0.23,2.725
0.23,3.222
0.23,3.335
0.23,3.118
0.23,2.579
0.23,2.454
-999.0,3.98
-999.0,3.979
-999.0,3.721
-999.0,4.638
-999.0,4.51
3.69,4.46
3.69,5.309
-999.0,5.152
-999.0,4.536
-999.0,4.355
-999.0,4.634
3.667,4.953
3.186,4.924
2.474,4.959
2.115,4.851
1.786,4.556
0.23,2.455
0.23,2.35
0.23,3.045
0.23,3.12
0.23,3.36
0.23,3.213
-999.0,2.564
-999.0,4.613
-999.0,4.468
-999.0,4.972
-999.0,4.002
3.69,4.824
3.69,5.144
-999.0,4.623
3.593,4.849
-999.0,4.378
4.437,4.983
-999.0,4.661
-999.0,3.788
0.23,2.776
0.23,2.368
0.23,3.061
0.23,3.046
0.23,3.047
0.23,3.215
0.23,3.124
0.23,3.098
0.23,3.049
-999.0,4.343
-999.0,3.812
-999.0,4.788
-999.0,4.93
-999.0,4.655
-999.0,4.405
-999.0,3.428
1.937,3.572
-999.0,3.225
4.428,4.664
-999.0,5.412
0.23,3.414
0.23,2.911
0.23,2.759
0.23,2.528
0.23,2.763
0.23,2.374
0.23,3.03
0.23,2.945
0.23,2.692
-999.0,3.577
-999.0,4.248
-999.0,4.16
-999.0,4.484
-999.0,4.442
-999.0,4.083
-999.0,3.995
-999.0,3.622
-999.0,3.3
-999.0,3.855
3.758,4.287
3.758,5.364
4.299,4.895
0.23,2.962
3.157,3.356
0.23,3.193
0.23,2.545
0.23,2.803
0.23,2.754
0.23,2.771
0.23,2.341
-999.0,2.75
0.23,2.758
2.235,3.555
-999.0,4.154
-999.0,4.538
-999.0,4.188
-999.0,3.962
-999.0,4.271
-999.0,3.537
-999.0,4.123
2.993,4.307
-999.0,5.073
3.365,4.641
0.23,4.029
0.23,3.273
0.23,3.031
0.23,2.389
0.23,3.485
0.23,2.695
0.23,2.756
0.23,3.028
0.23,2.505
-999.0,4.018
-999.0,3.573
2.235,3.984
-999.0,4.151
-999.0,4.317
-999.0,4.305
-999.0,4.135
-999.0,-999.0
-999.0,3.994
-999.0,4.045
3.368,4.666
3.624,4.52
3.624,5.018
-999.0,4.867
0.23,2.745
0.23,3.365
0.23,2.781
0.23,3.172
0.23,3.603
0.23,2.677
0.23,2.958
0.23,2.836
0.23,2.918
0.23,2.481
0.23,-999.0
-999.0,3.962
-999.0,4.322
6.935,4.501
-999.0,3.921
-999.0,4.56
-999.0,4.824
-999.0,4.692
4.156,4.85
2.349,4.557
2.349,4.873
-999.0,4.294
0.23,3.083
0.23,3.373
0.23,2.499
0.23,3.445
0.23,2.42
0.23,3.038
0.23,3.095
0.23,2.368
-999.0,2.457
-999.0,-999.0
-999.0,4.49
-999.0,4.422
3.314,4.326
-999.0,4.16
3.092,4.761
2.919,5.157
-999.0,5.164
-999.0,4.952
-999.0,4.814
-999.0,4.541
-999.0,4.841
0.23,2.829
0.23,3.247
0.23,2.799
0.23,2.581
0.23,2.869
0.23,2.173
0.23,2.83
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,4.083
-999.0,5.225
-999.0,5.046
-999.0,4.312
-999.0,4.809
3.382,5.037
-999.0,4.726
-999.0,4.77
-999.0,5.151
-999.0,4.601
-999.0,4.668
-999.0,4.508
1.987,3.447
1.987,4.674
0.23,2.889
0.23,2.886
-999.0,2.454
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
6.703,4.421
-999.0,4.275
-999.0,4.423
-999.0,4.585
-999.0,4.762
3.344,4.766
-999.0,4.902
-999.0,4.953
1.993,4.453
4.004,4.781
1.987,4.811
1.987,4.839
-999.0,4.959
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,3.673
1.51,4.091
4.417,3.871
4.21,3.892
5.062,4.001
-999.0,4.747
3.523,4.989
3.929,5.264
3.344,4.532
3.299,4.997
-999.0,4.411
2.616,4.403
-999.0,4.389
-999.0,5.117
-999.0,3.787
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,3.993
1.51,4.367
4.21,4.069
-999.0,2.976
5.136,4.016
-999.0,4.108
-999.0,4.647
-999.0,4.648
-999.0,5.028
-999.0,4.477
3.786,4.118
2.845,3.961
3.428,4.441
3.884,3.619
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,4.254
1.291,4.621
0.962,4.837
-999.0,-999.0
3.715,3.624
4.724,4.152
4.847,4.156
-999.0,4.568
-999.0,4.446
-999.0,4.063
4.206,4.933
4.206,4.645
3.615,4.657
4.217,4.479
-999.0,5.37
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,4.365
1.291,4.441
-999.0,4.053
2.531,4.318
-999.0,4.402
-999.0,-999.0
-999.0,3.255
4.323,4.365
-999.0,3.612
-999.0,4.047
-999.0,4.543
4.001,4.35
3.079,4.48
2.97,4.393
2.97,4.78
2.851,4.861
-999.0,4.641
3.168,3.729
-999.0,-999.0
-999.0,-999.0
-999.0,3.735
-999.0,4.161
1.291,4.245
-999.0,4.547
2.768,4.11
2.599,4.245
2.818,3.577
3.459,4.361
-999.0,3.949
-999.0,4.406
4.034,4.642
4.034,4.397
-999.0,4.389
4.129,3.596
3.24,4.688
3.24,4.275
-999.0,3.893
-999.0,-999.0
-999.0,-999.0
-999.0,4.216
-999.0,3.132
-999.0,4.933
-999.0,4.587
2.768,3.513
1.149,4.079
1.478,3.965
-999.0,4.231
3.39,4.336
3.39,4.375
-999.0,4.015
-999.0,4.731
-999.0,3.984
4.129,4.084
3.035,4.343
-999.0,3.895
-999.0,4.625
-999.0,3.509
-999.0,-999.0
-999.0,-999.0
-999.0,5.319
1.256,5.131
1.256,4.102
-999.0,3.114
-999.0,3.55
-999.0,3.297
2.247,4.424
-999.0,4.449
-999.0,3.933
-999.0,4.727
-999.0,4.084
-999.0,4.479
-999.0,-999.0
2.897,4.459
2.897,4.488
-999.0,-999.0
1.283,4.596
-999.0,4.427
-999.0,5.151
-999.0,4.743
-999.0,4.101
-999.0,4.737
2.247,4.468
-999.0,3.858
-999.0,3.86
-999.0,3.907
-999.0,4.157
2.683,4.643
2.992,4.452
-999.0,4.044
-999.0,4.741
3.217,3.885
-999.0,4.031
-999.0,-999.0
1.283,4.319
1.283,3.814
-999.0,-999.0
-999.0,4.482
-999.0,3.517
-999.0,3.873
-999.0,4.004
1.002,4.076
2.247,-999.0
-999.0,3.404
-999.0,4.171
-999.0,4.443
-999.0,4.46
4.807,4.302
4.277,4.248
-999.0,4.096
-999.0,4.606
2.659,4.568
1.418,4.136
-999.0,5.169
-999.0,3.531
-999.0,3.59
-999.0,-999.0
-999.0,-999.0
-999.0,3.861
-999.0,3.716
-999.0,3.315
-999.0,4.482
-999.0,3.087
-999.0,4.523
-999.0,4.384
2.491,3.806
-999.0,3.988
3.832,4.392
-999.0,3.788
-999.0,4.346
3.92,4.288
-999.0,4.179
-999.0,4.68
1.125,4.718
-999.0,2.835
-999.0,3.062
-999.0,2.993
-999.0,4.514
-999.0,5.043
-999.0,3.738
-999.0,4.069
2.278,3.733
-999.0,3.435
3.642,3.437
-999.0,4.34
-999.0,4.503
-999.0,4.03
3.274,3.651
-999.0,3.478
3.92,3.856
-999.0,4.73
-999.0,4.6
1.125,4.608
1.125,4.448
-999.0,3.577
-999.0,2.82
0.999,4.077
2.204,4.724
-999.0,3.806
-999.0,3.457
-999.0,3.488
1.317,-999.0
-999.0,3.963
-999.0,4.169
1.516,4.9
-999.0,4.638
2.322,4.85
-999.0,4.205
-999.0,3.867
1.354,4.809
1.354,4.311
1.125,4.051
-999.0,4.543
0.994,4.542
-999.0,-999.0
3.095,3.37
3.095,4.352
-999.0,4.247
-999.0,3.974
-999.0,4.369
-999.0,4.541
-999.0,3.498
-999.0,3.576
-999.0,4.821
-999.0,4.468
1.439,4.557
-999.0,3.873
-999.0,4.357
-999.0,4.985
1.125,4.047
-999.0,4.142
-999.0,3.898
-999.0,5.085
1.463,2.784
1.463,4.25
1.463,4.846
-999.0,3.957
3.47,4.328
1.923,3.99
2.318,-999.0
1.346,4.246
0.681,5.004
2.26,4.676
2.26,5.14
-999.0,3.054
-999.0,3.239
-999.0,4.262
1.125,3.697
-999.0,4.071
-999.0,4.223
1.782,4.763
1.463,4.675
1.463,4.942
-999.0,4.756
-999.0,3.713
3.811,4.153
-999.0,3.565
-999.0,-999.0
-999.0,4.299
-999.0,2.693
2.421,3.599
-999.0,3.371
-999.0,4.048
-999.0,4.034
-999.0,4.146
2.687,4.81
2.598,5.144
1.968,4.85
1.433,3.93
1.745,4.05
2.269,3.917
0.945,3.645
-999.0,3.883
-999.0,-999.0
-999.0,3.579
-999.0,3.156
-999.0,3.075
-999.0,3.708
-999.0,3.65
0.734,4.475
-999.0,5.417
-999.0,4.83
1.034,4.513
1.034,4.716
1.536,4.68
1.745,4.286
2.655,4.459
2.636,3.915
1.687,3.402
-999.0,-999.0
1.778,3.881
-999.0,2.995
-999.0,3.073
-999.0,3.409
-999.0,4.312
-999.0,-999.0
-999.0,4.64
-999.0,4.782
-999.0,3.914
1.536,4.405
-999.0,4.388
2.655,4.028
1.784,3.159
-999.0,3.606
-999.0,2.786
0.315,3.146
0.569,3.818
-999.0,3.741
1.86,3.36
1.86,3.462
-999.0,5.244
-999.0,4.638
-999.0,3.722
-999.0,-999.0
0.619,4.323
-999.0,4.299
-999.0,4.528
-999.0,3.611
-999.0,-999.0
