obs,pred
5.01,5.433
4.98,5.069
5.341,5.397
5.14,5.113
4.9,4.744
5.236,4.84
4.897,5.099
5.358,5.197
5.03,4.93
4.595,3.493
4.633,4.916
4.895,4.51
4.723,4.451
4.404,5.102
4.634,4.593
5.934,4.99
5.934,4.721
5.122,4.225
4.638,4.869
4.848,4.948
5.479,5.388
-999.0,5.045
5.341,4.312
4.909,5.296
4.668,5.456
4.35,4.781
4.408,4.991
4.869,4.146
5.238,4.961
4.733,5.417
4.801,4.177
4.546,4.182
4.539,5.005
4.271,3.71
4.573,4.963
5.161,4.779
5.722,4.413
5.326,3.8
4.638,4.191
4.979,5.214
5.135,5.543
4.75,4.875
4.972,4.471
4.979,5.439
5.505,5.48
6.166,4.787
4.42,5.008
5.071,4.815
5.73,3.226
4.54,4.613
4.477,4.765
4.306,3.92
4.889,3.643
5.11,4.921
5.191,4.201
5.215,4.08
5.36,5.026
4.062,3.94
3.815,3.76
3.359,2.925
3.945,4.847
4.097,4.879
5.1,5.104
5.059,4.608
5.281,4.961
4.825,4.175
4.825,4.8
7.379,4.724
7.379,5.063
4.349,5.102
4.335,4.788
4.692,4.733
5.236,4.49
5.5,5.049
5.407,4.566
5.36,4.805
5.36,5.107
-999.0,-999.0
2.849,2.871
3.054,4.828
3.961,4.968
4.711,5.276
4.754,5.357
5.071,5.294
-999.0,4.622
4.826,4.266
4.825,4.595
4.825,4.401
-999.0,5.09
-999.0,4.307
4.412,4.184
4.467,4.831
4.7,4.991
-999.0,4.21
5.02,4.382
5.118,4.891
-999.0,5.185
-999.0,4.666
0.576,4.959
2.245,4.749
3.463,5.848
1.196,5.928
3.971,5.449
3.841,5.175
1.991,4.896
3.878,4.306
3.878,5.147
4.096,4.561
4.532,4.94
4.516,5.232
4.489,4.662
-999.0,4.086
4.395,4.471
5.097,5.195
4.569,4.706
-999.0,4.934
-999.0,4.324
-999.0,5.02
0.576,3.761
0.576,6.317
0.576,4.797
1.425,3.409
0.576,5.508
0.576,6.549
3.437,5.26
3.829,4.365
4.156,5.252
4.532,4.925
5.323,5.085
5.323,4.265
-999.0,4.754
5.915,4.602
5.525,4.996
5.092,5.466
-999.0,5.282
-999.0,4.616
-999.0,5.057
0.576,6.185
0.576,4.955
0.576,5.495
0.576,6.25
0.576,6.257
1.427,5.448
4.039,4.755
4.163,5.48
5.033,5.218
5.323,5.415
5.323,4.815
-999.0,3.573
-999.0,5.008
4.375,4.846
5.792,5.585
5.792,5.705
5.497,5.038
-999.0,4.506
-999.0,4.228
0.576,5.671
0.576,5.763
0.576,6.376
0.576,6.011
0.576,6.572
2.564,5.384
4.43,5.608
5.323,5.481
3.74,4.565
4.7,5.01
4.7,4.778
4.089,3.458
4.089,4.429
5.78,5.058
5.332,4.927
4.901,4.963
3.523,2.529
3.879,3.612
0.576,5.484
1.235,5.578
1.235,5.165
4.1,5.316
4.302,5.398
2.158,5.655
0.576,6.154
1.845,5.294
4.409,4.847
3.85,4.817
3.068,4.221
3.931,4.61
4.739,4.709
3.795,4.656
3.061,5.071
4.106,4.23
4.153,3.614
3.835,3.485
2.423,4.768
4.39,4.505
4.044,4.579
3.798,5.158
0.576,5.623
0.576,6.04
0.576,4.628
0.576,5.386
1.659,4.713
0.901,4.93
2.207,4.615
4.431,4.415
4.938,4.483
3.187,4.362
3.159,4.661
3.587,4.031
-999.0,4.776
4.806,4.402
-999.0,3.958
3.988,4.124
4.301,4.786
1.92,4.493
0.576,5.722
0.576,6.11
0.576,5.339
0.576,4.573
1.294,5.003
0.576,4.442
1.101,5.104
4.783,4.386
4.434,3.899
4.323,3.919
4.429,5.366
4.479,5.299
-999.0,5.757
5.016,5.209
5.126,5.638
1.328,3.613
0.576,5.434
0.576,5.731
0.576,5.547
0.887,5.988
3.259,4.71
5.481,5.383
3.151,4.477
4.287,4.818
4.402,4.665
4.97,4.395
5.365,5.406
4.845,4.891
3.93,5.308
5.016,5.583
5.523,6.082
-999.0,5.751
0.576,4.974
0.576,6.26
0.576,6.262
2.329,5.474
4.939,5.579
5.177,5.179
4.463,5.273
4.217,4.215
4.845,4.275
5.02,4.6
5.231,4.549
5.396,5.373
5.161,5.126
4.85,5.035
5.475,6.098
-999.0,7.267
4.256,4.882
2.784,4.773
0.576,5.738
0.576,5.615
3.24,5.741
5.203,5.357
5.095,5.142
4.766,5.742
4.225,4.951
4.952,5.247
4.841,4.696
4.777,4.458
5.2,4.601
4.417,4.726
4.064,4.81
5.204,5.576
5.274,5.115
-999.0,7.055
-999.0,6.989
-999.0,6.914
5.29,4.769
5.29,4.544
4.942,4.408
3.979,4.881
0.576,5.55
0.576,5.249
0.861,6.251
4.985,4.602
4.955,5.681
5.262,5.712
4.89,3.856
4.847,5.474
4.469,4.476
4.126,4.775
3.994,3.848
3.95,5.159
4.052,5.055
4.924,4.02
5.012,5.675
-999.0,6.33
4.895,6.59
4.895,6.575
5.09,4.59
5.276,4.801
5.392,5.049
5.41,5.074
5.068,5.322
0.576,3.783
0.576,4.811
0.576,5.166
4.87,5.474
4.725,5.323
4.672,5.672
4.785,4.927
4.286,4.66
4.08,5.141
3.95,2.582
4.036,3.584
4.178,4.674
4.471,4.528
4.178,5.058
4.526,4.887
4.873,4.976
4.108,3.947
4.776,4.894
-999.0,3.548
5.09,5.084
5.09,5.177
5.106,5.216
4.592,5.102
5.347,4.278
4.992,4.952
4.176,5.329
-999.0,5.184
-999.0,4.543
-999.0,5.187
4.885,5.806
5.63,5.326
4.638,5.252
3.926,2.528
-999.0,4.618
-999.0,4.753
-999.0,4.372
5.28,4.912
4.877,4.755
5.017,5.036
4.814,4.358
5.269,5.045
5.277,5.676
5.943,5.528
5.32,5.979
-999.0,-999.0
5.09,3.715
5.09,3.607
5.09,4.299
-999.0,4.293
3.632,3.529
2.0,3.985
-999.0,4.29
6.688,5.133
4.48,5.969
4.687,6.26
-999.0,3.262
7.009,5.16
3.771,4.911
-999.0,4.997
4.504,4.242
4.971,3.534
5.259,5.135
5.263,5.25
5.614,4.945
5.825,5.336
5.502,5.31
5.284,5.389
-999.0,3.495
3.467,4.488
3.957,5.697
5.047,5.221
3.224,3.228
5.143,4.687
5.109,4.936
5.109,4.639
5.066,4.904
4.527,5.278
4.03,5.165
4.954,5.653
5.89,5.613
5.117,3.612
4.205,5.39
-999.0,4.966
-999.0,4.736
4.926,5.01
5.199,4.87
5.263,5.187
5.272,4.015
4.232,5.262
5.156,5.762
5.673,5.653
5.733,4.585
3.467,4.771
2.639,4.763
3.544,4.988
5.032,4.794
4.453,4.54
5.35,4.785
5.109,5.294
4.271,5.091
4.904,4.107
2.683,4.937
4.17,5.348
4.775,5.175
4.68,5.204
4.567,4.801
-999.0,4.313
4.982,5.027
4.949,4.834
5.104,4.62
5.297,4.332
5.072,3.687
4.968,4.913
5.579,5.848
5.877,4.261
5.516,4.965
3.053,4.505
1.311,5.125
2.083,5.284
3.815,4.709
3.936,4.358
5.408,5.165
5.198,4.327
4.03,4.972
4.782,5.638
4.782,5.284
5.543,5.228
5.543,5.54
4.611,4.763
4.557,5.445
5.396,5.292
4.771,4.755
3.927,4.15
4.968,4.273
5.074,5.237
5.716,4.881
5.773,5.427
4.837,5.523
5.454,5.455
-999.0,5.655
4.281,5.496
5.382,4.894
5.107,5.242
4.659,4.185
5.198,4.202
5.228,4.418
5.198,4.858
5.198,4.624
4.971,4.565
5.612,5.2
5.651,5.468
5.511,5.107
5.511,5.472
6.046,4.874
4.455,5.018
5.536,5.212
3.927,5.023
3.927,4.642
4.821,4.796
4.824,4.439
5.023,5.262
5.502,5.551
5.108,5.732
5.031,7.089
4.391,5.577
4.281,5.098
4.281,4.945
3.866,4.952
-999.0,5.571
5.013,4.423
4.944,4.746
5.08,4.24
-999.0,4.358
-999.0,3.7
5.811,5.178
5.811,3.396
5.53,4.229
5.631,5.314
5.956,5.308
6.024,5.07
5.684,5.192
4.941,4.733
3.927,4.493
4.357,4.796
4.554,4.842
-999.0,5.865
5.502,5.319
5.502,5.576
-999.0,5.208
4.557,4.563
4.557,5.979
-999.0,5.536
-999.0,-999.0
-999.0,4.845
4.983,4.668
5.151,4.733
5.192,4.938
5.323,3.918
-999.0,4.165
-999.0,5.342
-999.0,5.342
5.271,5.004
5.553,5.014
5.207,4.994
6.319,4.757
5.597,4.34
5.31,3.704
4.091,4.536
4.242,4.543
4.743,4.528
5.366,5.241
5.495,4.906
5.687,5.394
-999.0,5.186
4.557,3.738
4.557,5.319
5.539,5.035
5.38,4.122
4.924,4.562
4.924,3.88
5.202,4.795
4.811,4.547
5.305,4.172
-999.0,4.878
-999.0,4.964
5.271,5.597
5.271,5.229
5.8,5.474
4.971,5.086
6.597,5.537
5.551,3.942
5.534,4.33
5.377,4.574
4.076,5.119
-999.0,5.137
5.138,5.157
5.555,5.136
5.861,5.51
3.405,5.405
3.778,5.624
5.959,5.73
5.508,4.525
5.676,4.794
-999.0,3.811
-999.0,4.835
5.448,3.59
5.378,4.433
3.972,4.31
4.095,4.423
5.271,5.474
5.271,5.332
5.589,5.226
6.682,5.042
6.491,4.694
5.374,4.83
5.335,5.328
4.56,5.764
4.687,5.32
-999.0,5.411
-999.0,5.459
5.515,5.651
4.881,5.455
7.28,5.23
5.99,5.681
5.308,5.595
4.67,4.962
4.493,4.766
-999.0,4.828
-999.0,4.733
-999.0,3.994
4.404,4.697
5.306,4.666
5.694,5.555
5.594,5.597
6.045,5.404
6.562,4.011
6.551,4.969
5.227,4.621
4.963,5.353
4.755,5.313
4.891,6.005
4.948,5.82
5.114,5.812
5.091,5.333
5.689,5.507
4.842,5.657
5.079,5.91
4.493,5.098
4.493,4.939
4.493,5.111
-999.0,4.65
5.27,4.505
5.27,4.692
5.068,4.369
3.982,4.216
4.687,4.663
5.948,5.597
4.995,5.263
5.128,4.652
4.749,4.552
5.395,4.895
5.113,5.379
5.247,5.644
5.282,5.477
5.119,5.573
5.182,5.114
4.925,5.637
4.844,5.926
4.599,5.242
4.493,4.692
5.478,4.512
-999.0,-999.0
-999.0,3.606
-999.0,4.312
-999.0,4.396
4.933,4.887
4.959,4.614
4.688,4.765
3.541,3.575
-999.0,4.756
5.044,5.392
4.328,5.268
4.179,3.773
4.17,4.934
4.407,5.515
4.942,5.329
5.388,5.655
5.608,5.482
5.322,5.85
5.445,5.318
4.652,5.248
4.64,4.942
5.485,5.765
5.823,5.726
6.978,5.975
-999.0,2.614
-999.0,3.664
4.319,4.69
4.626,4.643
4.933,4.1
4.933,4.298
4.933,4.468
5.893,5.141
4.938,5.714
4.651,4.836
4.622,5.338
5.193,5.701
4.974,5.512
5.051,5.371
5.444,5.58
4.008,5.599
5.476,5.761
4.75,5.829
4.64,5.635
5.582,5.833
4.051,5.825
0.288,4.682
4.319,4.624
-999.0,3.966
5.073,4.606
5.547,3.977
5.174,5.051
4.833,3.938
4.86,5.267
5.31,5.335
5.408,5.38
5.787,5.308
6.665,5.666
6.813,5.391
5.664,5.302
4.12,5.182
0.288,6.136
0.288,6.354
2.125,6.878
0.876,5.916
1.158,5.501
2.482,5.643
1.18,4.908
0.288,4.668
0.288,4.564
-999.0,5.288
-999.0,4.757
5.284,4.416
5.304,5.097
5.081,5.248
5.339,4.898
5.565,5.228
5.573,6.04
7.461,5.49
7.067,5.141
6.861,5.382
6.402,4.953
0.999,4.945
0.288,5.65
0.288,5.518
0.288,5.853
0.288,4.883
0.288,4.365
0.288,6.054
0.288,4.487
0.288,4.385
0.288,2.734
0.288,4.168
3.746,4.443
5.248,4.729
5.116,4.782
5.749,3.619
5.729,5.312
5.7,5.746
6.843,4.928
5.162,5.583
5.244,4.575
5.186,4.763
2.492,4.493
0.288,4.897
0.288,5.518
0.288,3.175
0.288,2.85
0.288,4.914
0.288,6.279
0.288,6.017
0.288,4.853
0.288,2.871
0.288,4.659
3.746,2.835
3.944,4.437
5.846,5.643
6.014,5.461
5.797,5.254
4.917,5.404
6.225,5.028
7.108,5.401
5.468,5.327
5.479,3.707
6.287,4.531
0.863,3.142
0.288,4.319
0.288,5.142
0.288,2.893
0.288,3.543
0.288,4.892
0.288,5.049
0.288,4.441
0.288,3.733
4.141,5.154
4.06,4.838
4.607,5.088
5.17,4.877
6.079,5.542
6.324,5.212
5.558,4.906
7.778,5.744
6.226,4.907
5.574,4.745
5.451,4.943
4.8,4.963
4.239,4.237
0.288,4.2
0.288,5.23
0.288,4.013
0.288,4.081
0.288,5.664
0.288,2.942
0.288,5.004
0.288,4.53
1.144,3.48
0.288,3.791
4.907,4.827
5.573,4.392
5.994,4.427
6.563,5.515
-999.0,5.349
6.394,5.389
6.984,4.987
6.008,5.557
5.141,4.7
5.863,4.285
5.441,4.706
2.195,4.788
0.288,4.897
0.288,5.191
0.288,4.752
0.288,6.174
0.288,5.159
0.288,4.268
0.288,4.87
0.696,3.321
3.732,4.999
3.35,6.29
4.724,5.213
6.291,4.984
5.577,4.532
5.112,4.915
5.855,3.642
-999.0,-999.0
6.312,5.093
6.225,5.5
5.097,5.259
6.008,4.813
6.308,4.643
6.18,4.955
0.661,5.398
0.288,5.924
0.288,5.604
0.288,5.886
0.288,6.27
0.288,4.184
0.288,3.808
2.201,4.699
1.053,5.078
0.288,5.509
0.288,-999.0
-999.0,4.737
5.495,4.628
5.24,4.172
5.155,3.685
6.46,4.221
5.858,5.319
5.092,5.081
5.801,5.651
5.719,4.8
5.754,5.445
4.257,5.904
0.288,4.666
0.288,5.61
0.288,5.087
0.288,4.955
0.288,5.615
0.288,4.633
0.288,5.12
0.288,4.247
0.288,4.466
-999.0,-999.0
-999.0,4.089
5.897,4.288
5.323,4.908
5.507,5.298
6.185,5.119
7.073,4.783
6.972,4.584
5.584,5.013
5.678,5.35
6.09,5.303
6.44,5.622
1.839,5.412
0.288,4.798
0.288,5.579
0.288,6.054
0.288,5.856
0.288,4.0
0.288,4.188
0.288,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.62,4.726
5.471,4.78
5.372,5.324
5.72,4.509
5.848,5.17
6.545,5.611
-999.0,4.471
5.842,6.099
5.875,5.16
6.28,5.074
6.165,5.666
5.097,5.166
1.403,4.989
4.05,5.643
0.885,5.171
0.288,4.604
0.288,4.465
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.175,4.362
5.471,5.159
5.62,5.4
5.88,4.925
5.624,4.269
5.499,5.454
5.874,5.24
5.254,5.613
5.205,5.258
4.928,5.64
4.635,5.634
4.468,5.811
0.288,4.988
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
4.843,5.323
6.042,5.498
5.175,5.376
-999.0,5.422
5.734,4.118
5.313,3.895
5.291,4.724
5.354,5.458
5.306,5.477
5.485,5.566
5.935,5.661
5.087,5.224
4.82,5.202
5.517,4.73
5.23,6.223
5.393,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.577,6.019
6.048,5.681
-999.0,3.976
5.577,4.542
5.667,4.907
5.976,5.006
5.518,5.064
5.347,5.373
5.348,5.193
5.33,5.579
5.043,4.738
5.223,5.426
5.267,5.584
4.97,6.122
5.393,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,-999.0
5.416,6.034
5.78,5.562
5.442,5.114
-999.0,-999.0
5.358,5.205
5.385,4.636
5.31,4.764
-999.0,5.198
5.681,5.398
5.644,5.08
5.445,5.388
5.349,5.156
5.103,4.93
5.13,5.761
5.229,6.159
-999.0,-999.0
5.72,-999.0
5.72,-999.0
-999.0,-999.0
-999.0,-999.0
-999.0,5.089
5.59,6.041
5.826,6.187
5.389,5.931
-999.0,4.536
-999.0,-999.0
5.433,4.363
5.515,4.52
6.518,4.977
5.545,5.292
5.545,5.536
5.589,5.095
5.589,5.154
5.091,5.326
5.158,5.566
5.251,5.971
5.194,6.225
5.421,5.965
-999.0,-999.0
-999.0,-999.0
-999.0,5.284
5.851,5.779
5.851,6.017
5.998,5.079
5.838,4.925
5.734,5.031
-999.0,1.484
3.161,4.257
-999.0,4.576
-999.0,5.088
6.136,5.524
6.065,5.771
5.358,5.357
5.358,5.858
5.245,5.781
5.098,5.767
4.973,5.704
5.352,-999.0
5.194,-999.0
5.194,4.911
-999.0,5.215
-999.0,5.278
5.05,5.944
5.824,5.689
5.427,5.059
4.883,3.546
4.775,4.153
4.775,5.023
4.775,5.368
5.393,5.512
4.721,5.619
4.721,5.459
4.653,5.809
4.895,5.888
5.188,5.795
5.259,5.599
5.213,5.829
5.194,-999.0
-999.0,-999.0
-999.0,5.567
5.755,4.968
5.755,5.612
4.883,4.964
-999.0,2.328
-999.0,4.686
-999.0,3.869
4.083,4.662
4.083,3.766
4.267,6.017
4.448,5.887
4.863,4.583
6.176,-999.0
5.724,5.733
5.269,5.41
-999.0,-999.0
-999.0,5.78
-999.0,5.795
5.755,5.179
5.755,5.764
4.831,5.246
5.041,5.121
5.512,4.436
4.877,5.149
4.083,3.818
-999.0,4.472
-999.0,5.528
3.631,5.854
6.329,5.252
5.809,5.278
5.356,5.791
5.438,5.588
5.463,4.909
-999.0,-999.0
-999.0,5.166
-999.0,5.245
-999.0,-999.0
-999.0,4.191
5.051,5.086
5.051,5.93
5.312,6.022
5.256,5.724
-999.0,-999.0
5.512,5.128
-999.0,3.256
3.744,3.767
-999.0,4.988
-999.0,5.964
-999.0,5.312
5.786,5.237
-999.0,5.71
-999.0,5.424
-999.0,4.907
3.922,4.887
-999.0,4.792
-999.0,3.765
-999.0,-999.0
-999.0,-999.0
5.075,5.661
5.339,5.809
5.555,5.821
5.724,5.424
-999.0,4.791
-999.0,4.933
3.744,4.066
-999.0,4.793
-999.0,3.729
-999.0,5.005
-999.0,2.728
-999.0,4.466
-999.0,5.541
-999.0,5.116
3.922,5.291
3.922,4.632
-999.0,1.893
-999.0,2.557
-999.0,3.622
4.975,5.061
5.087,5.642
5.617,5.688
5.873,5.678
5.873,4.2
-999.0,4.896
3.744,5.266
-999.0,5.645
-999.0,4.501
-999.0,4.893
-999.0,3.579
-999.0,4.369
-999.0,5.327
-999.0,5.017
4.402,5.595
4.722,5.564
5.118,5.179
-999.0,3.576
-999.0,2.528
-999.0,4.054
5.103,5.61
4.474,6.302
5.197,5.797
4.858,5.877
-999.0,-999.0
-999.0,4.72
-999.0,5.039
-999.0,3.017
5.162,1.942
5.162,5.568
-999.0,5.748
-999.0,5.661
5.009,5.215
5.009,5.581
4.373,5.07
5.215,5.912
4.955,5.069
-999.0,-999.0
-999.0,4.285
4.075,5.118
4.324,4.037
5.752,4.73
6.042,5.182
6.16,5.315
-999.0,1.741
-999.0,1.476
-999.0,2.257
5.162,4.338
-999.0,5.159
-999.0,4.29
4.229,5.768
4.619,5.383
4.662,5.16
5.645,4.676
5.877,3.235
-999.0,3.889
4.075,4.818
4.075,5.279
4.075,4.792
5.137,5.079
5.226,5.033
6.183,5.286
3.942,-999.0
-999.0,3.379
-999.0,3.666
-999.0,3.144
-999.0,2.647
-999.0,3.719
-999.0,2.847
4.489,1.212
4.49,5.557
4.373,4.048
-999.0,2.34
-999.0,2.725
-999.0,4.095
4.732,4.223
4.732,5.147
5.015,5.804
5.417,5.8
5.323,5.132
2.787,-999.0
-999.0,4.689
-999.0,3.8
-999.0,4.095
-999.0,3.487
4.165,4.053
-999.0,2.187
-999.0,2.439
5.82,4.819
5.402,5.3
4.562,4.939
4.707,5.365
4.7,5.439
6.379,5.413
5.842,5.901
5.578,5.189
5.715,-999.0
-999.0,4.783
-999.0,4.114
-999.0,3.755
-999.0,2.675
-999.0,3.973
-999.0,2.119
5.961,2.09
5.267,5.211
5.112,4.677
4.9,4.545
-999.0,4.548
-999.0,5.368
6.075,4.569
-999.0,5.657
4.939,5.586
5.249,-999.0
-999.0,5.32
-999.0,3.838
-999.0,3.445
-999.0,3.661
-999.0,3.264
-999.0,-999.0
5.112,3.122
5.112,3.48
5.112,3.387
-999.0,3.674
-999.0,4.917
-999.0,3.633
-999.0,5.903
-999.0,4.257
-999.0,4.301
-999.0,4.181
-999.0,4.472
-999.0,3.669
-999.0,5.114
-999.0,4.767
-999.0,2.639
-999.0,1.662
-999.0,2.266
-999.0,-999.0
-999.0,4.681
-999.0,4.842
-999.0,4.868
-999.0,3.758
-999.0,-999.0
